Time_s,Time_min,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
3429.9,57.16,54.36,11.996,1.687,0.76,29.57
3433.4,57.22,54.31,12.005,1.806,0.873,29.91
3437.0,57.28,54.26,12.005,1.727,0.765,29.44
3440.5,57.34,54.2,12.043,1.31,0.712,29.81
3444.0,57.4,54.15,11.995,1.892,0.893,29.44
3447.6,57.46,54.1,11.961,2.147,1.104,29.87
3451.1,57.52,54.05,11.994,1.795,0.671,29.27
3454.6,57.58,53.99,12.026,1.348,0.688,28.95
3458.2,57.64,53.94,12.046,1.358,0.54,29.59
3461.7,57.7,53.89,12.021,0.919,0.378,29.19
3465.2,57.75,53.83,12.026,1.237,0.525,29.1
3468.8,57.81,53.78,12.015,0.977,0.408,29.27
3472.3,57.87,53.73,12.014,1.289,0.626,29.23
3475.9,57.93,53.68,11.987,1.256,0.539,29.57
3479.4,57.99,53.62,12.021,1.259,0.544,29.47
3482.9,58.05,53.57,11.995,1.253,0.582,29.24
3486.5,58.11,53.52,12.0,1.194,0.453,29.41
3490.0,58.17,53.46,12.037,1.171,0.438,29.47
3493.5,58.23,53.41,12.032,0.946,0.32,29.52
3497.1,58.28,53.36,11.978,1.012,0.381,29.17
3500.6,58.34,53.3,11.985,1.202,0.455,29.31
3504.1,58.4,53.25,12.006,1.024,0.275,29.31
3507.7,58.46,53.2,12.022,0.701,0.232,29.16
3511.2,58.52,53.15,11.981,1.255,0.512,29.53
3514.8,58.58,53.09,11.984,1.295,0.561,29.49
3518.3,58.64,53.04,11.987,1.405,0.686,29.85
3521.8,58.7,52.99,12.007,1.366,0.602,29.18
3525.4,58.76,52.93,11.929,1.878,0.872,29.37
3528.9,58.81,52.88,11.943,1.851,1.085,29.65
3532.4,58.87,52.83,11.965,1.836,0.927,29.38
3536.0,58.93,52.77,11.996,1.432,0.803,29.75
3539.5,58.99,52.72,11.962,1.807,0.78,29.32
3543.0,59.05,52.67,11.943,1.327,0.637,29.53
3546.6,59.11,52.61,11.958,1.35,0.712,29.13
3550.1,59.17,52.56,11.957,1.156,0.575,29.46
3553.6,59.23,52.51,11.987,1.032,0.376,28.86
3557.2,59.29,52.45,11.98,1.43,0.559,29.91
3560.7,59.35,52.4,11.931,1.42,0.785,29.57
3564.3,59.4,52.35,11.917,1.406,0.681,29.53
3567.8,59.46,52.29,11.926,1.426,0.675,29.87
3571.3,59.52,52.24,11.952,1.306,0.622,29.17
3574.9,59.58,52.19,11.967,1.456,0.695,29.25
3578.4,59.64,52.13,11.938,1.348,0.591,29.81
3581.9,59.7,52.08,11.93,1.303,0.589,29.87
3585.5,59.76,52.03,11.948,1.342,0.683,29.25
3589.0,59.82,51.97,11.92,1.723,0.758,29.28
3592.5,59.88,51.92,11.934,1.729,0.864,29.81
3596.1,59.93,51.87,11.952,1.668,0.852,29.75
3599.6,59.99,51.81,11.903,1.849,0.94,29.25
3603.2,60.05,51.76,11.928,1.681,0.762,29.73
3606.7,60.11,51.71,11.924,1.324,0.68,29.39
3610.2,60.17,51.65,11.931,1.344,0.65,29.25
3613.8,60.23,51.6,11.909,1.52,0.726,29.73
3617.3,60.29,51.55,11.933,1.283,0.534,29.5
3620.8,60.35,51.49,11.92,1.494,0.566,29.57
3624.4,60.41,51.44,11.931,1.505,0.728,29.45
3627.9,60.47,51.39,11.926,1.445,0.657,29.42
3631.4,60.52,51.33,11.911,1.499,0.626,29.39
3635.0,60.58,51.28,11.881,1.874,0.974,30.04
3638.5,60.64,51.23,11.954,1.571,0.755,29.61
3642.0,60.7,51.17,11.903,1.786,0.934,29.81
3645.6,60.76,51.12,11.871,1.933,0.863,29.82
3649.1,60.82,51.07,11.897,2.178,1.065,29.84
3652.7,60.88,51.01,11.871,1.812,0.932,29.59
3656.2,60.94,50.96,11.896,1.981,1.048,29.42
3659.7,61.0,50.91,11.909,1.821,0.9,29.37
3663.3,61.05,50.85,11.886,1.696,0.812,29.25
3666.8,61.11,50.8,11.923,1.702,0.991,29.95
3670.3,61.17,50.75,11.962,1.63,0.809,29.48
3673.9,61.23,50.69,11.884,1.674,0.866,29.54
3677.4,61.29,50.64,11.899,1.698,0.769,29.46
3680.9,61.35,50.59,11.9,1.273,0.524,29.48
3684.5,61.41,50.53,11.908,1.155,0.537,29.26
3688.0,61.47,50.48,11.901,1.448,0.622,29.31
3691.6,61.53,50.42,11.897,1.664,0.713,29.37
3695.1,61.58,50.37,11.883,1.547,0.733,29.57
3698.6,61.64,50.32,11.89,1.436,0.663,29.83
3702.2,61.7,50.26,11.901,1.428,0.652,29.63
3705.7,61.76,50.21,11.899,1.742,0.77,29.44
3709.2,61.82,50.16,11.875,1.871,1.015,29.6
3712.8,61.88,50.1,11.857,1.673,0.902,29.66
3716.3,61.94,50.05,11.864,1.957,1.02,29.99
3719.8,62.0,50.0,11.837,1.934,0.949,29.87
3723.4,62.06,49.94,11.876,1.857,0.916,29.44
3726.9,62.12,49.89,11.867,1.716,0.851,29.8
3730.4,62.17,49.84,11.862,1.668,1.003,29.69
3734.0,62.23,49.78,11.845,1.893,0.964,29.96
3737.5,62.29,49.73,11.856,1.993,1.014,29.8
3741.1,62.35,49.67,11.853,1.941,0.881,29.65
3744.6,62.41,49.62,11.86,1.819,0.793,29.61
3748.1,62.47,49.57,11.879,1.413,0.687,29.67
3751.7,62.53,49.51,11.844,1.9,0.987,29.66
3755.2,62.59,49.46,11.863,1.505,0.731,29.71
3758.7,62.65,49.41,11.871,1.54,0.744,29.64
3762.3,62.7,49.35,11.839,1.988,1.005,29.38
3765.8,62.76,49.3,11.881,1.53,0.747,29.03
3769.3,62.82,49.25,11.807,2.188,1.024,29.68
3772.9,62.88,49.19,11.823,2.117,1.104,30.03
3776.4,62.94,49.14,11.797,2.62,1.425,29.71
3779.9,63.0,49.09,11.806,2.348,1.263,29.95
3783.5,63.06,49.03,11.808,2.204,1.22,29.66
3787.0,63.12,48.98,11.798,2.498,1.461,29.63
3790.6,63.18,48.92,11.795,2.579,1.373,30.03
3794.1,63.23,48.87,11.803,2.581,1.459,30.46
3797.6,63.29,48.82,11.779,2.652,1.512,29.83
3801.2,63.35,48.76,11.763,2.902,1.587,29.88
3804.7,63.41,48.71,11.748,2.972,1.628,30.12
3808.2,63.47,48.66,11.763,3.168,1.751,29.99
3811.8,63.53,48.6,11.778,3.149,1.846,30.08
3815.3,63.59,48.55,11.73,3.629,1.843,30.28
3818.8,63.65,48.5,11.745,2.986,1.371,29.68
3822.4,63.71,48.44,11.788,2.123,0.927,29.48
3825.9,63.77,48.39,11.799,1.845,1.036,29.85
3829.5,63.82,48.33,11.81,1.968,1.008,29.66
3833.0,63.88,48.28,11.765,2.218,1.214,29.91
3836.5,63.94,48.23,11.842,2.098,1.198,29.66
3840.1,64.0,48.17,11.778,2.305,1.229,29.37
3843.6,64.06,48.12,11.796,2.331,1.193,30.25
3847.1,64.12,48.07,11.812,2.129,1.063,29.81
3850.7,64.18,48.01,11.767,2.266,0.994,29.82
3854.2,64.24,47.96,11.819,1.767,0.706,29.69
3857.7,64.3,47.91,11.823,1.215,0.582,29.29
3861.3,64.35,47.85,11.835,1.388,0.571,29.54
3864.8,64.41,47.8,11.785,1.746,0.825,29.31
3868.3,64.47,47.75,11.776,1.591,0.737,29.64
3871.9,64.53,47.69,11.787,1.913,0.863,29.81
3875.4,64.59,47.64,11.781,2.195,1.048,29.4
3879.0,64.65,47.59,11.795,1.978,0.976,29.75
3882.5,64.71,47.53,11.776,2.191,1.058,29.85
3886.0,64.77,47.48,11.766,2.107,1.095,29.78
3889.6,64.83,47.42,11.799,1.908,1.109,29.65
3893.1,64.89,47.37,11.741,2.299,1.089,29.73
3896.6,64.94,47.32,11.728,2.594,1.473,29.93
3900.2,65.0,47.26,11.754,2.225,1.189,29.31
3903.7,65.06,47.21,11.751,2.307,1.26,29.9
3907.2,65.12,47.16,11.776,2.007,1.074,29.75
3910.8,65.18,47.1,11.757,2.435,1.205,30.13
3914.3,65.24,47.05,11.718,2.941,1.484,30.34
3917.9,65.3,47.0,11.722,2.977,1.605,29.76
3921.4,65.36,46.94,11.68,3.307,1.391,30.09
3924.9,65.42,46.89,11.828,0.789,0.0,29.5
3928.5,65.47,46.84,11.797,1.433,0.404,29.37
3932.0,65.53,46.78,11.776,1.554,0.697,29.6
3935.5,65.59,46.73,11.8,1.636,0.711,29.65
3939.1,65.65,46.68,11.764,1.869,0.99,29.75
3942.6,65.71,46.62,11.764,1.808,1.003,29.36
3946.1,65.77,46.57,11.779,2.101,1.117,29.66
3949.7,65.83,46.52,11.741,2.17,1.092,29.71
3953.2,65.89,46.46,11.723,2.465,1.257,30.15
3956.7,65.95,46.41,11.708,2.133,1.316,29.91
3960.3,66.0,46.36,11.708,2.638,1.401,29.71
3963.8,66.06,46.3,11.717,2.245,1.258,29.99
3967.4,66.12,46.25,11.699,2.807,1.476,29.85
3970.9,66.18,46.2,11.717,2.664,1.313,29.78
3974.4,66.24,46.14,11.698,2.011,1.124,29.73
3978.0,66.3,46.09,11.688,2.54,1.289,30.31
3981.5,66.36,46.04,11.714,2.619,1.409,29.78
3985.0,66.42,45.98,11.707,2.333,1.398,29.86
3988.6,66.48,45.93,11.69,2.509,1.4,30.07
3992.1,66.54,45.88,11.734,2.492,1.442,29.93
3995.6,66.59,45.82,11.678,2.543,1.347,29.52
3999.2,66.65,45.77,11.72,2.279,1.194,29.58
4002.7,66.71,45.72,11.687,2.352,1.277,29.79
4006.3,66.77,45.66,11.703,2.411,1.259,29.52
4009.8,66.83,45.61,11.688,2.466,1.282,29.84
4013.3,66.89,45.56,11.716,2.25,1.144,29.85
4016.9,66.95,45.5,11.73,2.08,1.13,29.55
4020.4,67.01,45.45,11.715,1.941,1.042,29.53
4023.9,67.07,45.4,11.743,2.067,1.058,29.79
4027.5,67.12,45.34,11.721,2.157,1.234,29.86
4031.0,67.18,45.29,11.698,2.589,1.301,30.26
4034.5,67.24,45.24,11.688,2.368,1.046,29.89
4038.1,67.3,45.18,11.793,0.799,0.0,29.59
4041.6,67.36,45.13,11.743,0.902,0.303,29.47
4045.1,67.42,45.08,11.751,0.95,0.422,29.13
4048.7,67.48,45.03,11.762,1.22,0.509,29.03
4052.2,67.54,44.97,11.762,1.04,0.342,29.37
4055.8,67.6,44.92,11.758,0.929,0.351,29.5
4059.3,67.65,44.87,11.814,0.778,0.248,29.21
4062.8,67.71,44.81,11.752,0.651,0.246,29.62
4066.4,67.77,44.76,11.785,0.715,0.157,29.59
4069.9,67.83,44.71,11.802,0.308,0.0,29.1
4073.4,67.89,44.65,11.77,0.445,0.071,29.5
4077.0,67.95,44.6,11.791,0.349,0.0,29.34
4080.5,68.01,44.55,11.762,0.647,0.077,29.34
4084.0,68.07,44.49,11.719,0.793,0.183,29.38
4087.6,68.13,44.44,11.737,0.794,0.193,29.61
4091.1,68.19,44.39,11.768,0.893,0.346,29.66
4094.7,68.24,44.34,11.767,0.618,0.198,29.38
4098.2,68.3,44.28,11.771,0.644,0.044,29.32
4101.7,68.36,44.23,11.778,0.304,0.0,29.23
4105.3,68.42,44.18,11.788,0.266,0.0,29.33
4108.8,68.48,44.12,11.771,0.301,0.0,29.27
4112.3,68.54,44.07,11.758,0.266,0.0,29.25
4115.9,68.6,44.02,11.784,0.36,0.0,28.97
4119.4,68.66,43.97,11.754,0.294,0.0,28.82
4122.9,68.72,43.91,11.756,0.534,0.0,29.37
4126.5,68.77,43.86,11.744,0.633,0.15,29.28
4130.0,68.83,43.81,11.759,1.08,0.422,29.63
4133.5,68.89,43.75,11.719,0.926,0.461,29.32
4137.1,68.95,43.7,11.741,0.716,0.147,29.42
4140.6,69.01,43.65,11.745,0.856,0.183,29.56
4144.2,69.07,43.6,11.742,0.756,0.279,29.41
4147.7,69.13,43.54,11.757,0.709,0.261,29.5
4151.2,69.19,43.49,11.74,0.749,0.261,29.16
4154.8,69.25,43.44,11.731,1.034,0.369,29.26
4158.3,69.3,43.39,11.758,0.835,0.216,29.05
4161.8,69.36,43.33,11.717,0.581,0.257,29.42
4165.4,69.42,43.28,11.738,0.749,0.22,29.63
4168.9,69.48,43.23,11.728,1.1,0.312,29.72
4172.4,69.54,43.17,11.707,0.41,0.0,29.42
4176.0,69.6,43.12,11.774,0.293,0.0,28.96
4179.5,69.66,43.07,11.767,0.238,0.0,28.36
4183.1,69.72,43.02,11.714,0.285,0.0,28.8
4186.6,69.78,42.96,11.768,0.188,0.0,29.29
4190.1,69.84,42.91,11.733,0.383,0.0,29.03
4193.7,69.89,42.86,11.757,0.276,0.0,29.45
4197.2,69.95,42.81,11.748,0.364,0.0,29.26
4200.7,70.01,42.75,11.72,0.297,0.0,29.56
4204.3,70.07,42.7,11.739,0.287,0.0,29.15
4207.8,70.13,42.65,11.724,0.557,0.0,29.07
4211.3,70.19,42.6,11.713,0.368,0.042,29.4
4214.9,70.25,42.54,11.74,0.432,0.073,29.51
4218.4,70.31,42.49,11.706,0.35,0.009,29.24
4221.9,70.37,42.44,11.742,0.402,0.0,29.34
4225.5,70.42,42.39,11.762,0.259,0.0,29.07
4229.0,70.48,42.34,11.715,0.45,0.0,29.75
4232.6,70.54,42.28,11.713,0.446,0.0,29.22
4236.1,70.6,42.23,11.706,0.489,0.021,29.08
4239.6,70.66,42.18,11.703,0.529,0.165,29.09
4243.2,70.72,42.13,11.7,0.353,0.0,29.55
4246.7,70.78,42.07,11.725,0.18,0.0,29.63
4250.2,70.84,42.02,11.707,0.229,0.0,29.23
4253.8,70.9,41.97,11.703,0.487,0.0,29.27
4257.3,70.96,41.92,11.689,0.433,0.0,29.06
4260.8,71.01,41.86,11.69,0.715,0.123,29.54
4264.4,71.07,41.81,11.692,0.435,0.0,29.47
4267.9,71.13,41.76,11.691,0.318,0.0,29.77
4271.4,71.19,41.71,11.688,0.339,0.0,29.03
4275.0,71.25,41.66,11.711,0.354,0.0,28.99
4278.5,71.31,41.6,11.678,0.293,0.0,29.51
4282.1,71.37,41.55,11.676,0.91,0.27,29.55
4285.6,71.43,41.5,11.668,0.891,0.27,29.59
4289.1,71.49,41.45,11.689,0.757,0.2,29.29
4292.7,71.54,41.4,11.684,0.655,0.204,28.83
4296.2,71.6,41.34,11.634,1.071,0.392,29.69
4299.7,71.66,41.29,11.659,1.037,0.433,29.42
4303.3,71.72,41.24,11.642,1.191,0.448,29.27
4306.8,71.78,41.19,11.648,0.926,0.297,29.31
4310.3,71.84,41.14,11.651,0.601,0.114,29.27
4313.9,71.9,41.08,11.7,0.595,0.257,29.59
4317.4,71.96,41.03,11.684,0.647,0.215,29.37
4321.0,72.02,40.98,11.644,0.85,0.214,29.25
4324.5,72.07,40.93,11.684,0.407,0.074,29.54
4328.0,72.13,40.88,11.66,0.764,0.141,29.01
4331.6,72.19,40.82,11.648,0.709,0.229,28.91
4335.1,72.25,40.77,11.661,0.489,0.269,29.46
4338.6,72.31,40.72,11.639,0.759,0.164,29.47
4342.2,72.37,40.67,11.653,0.44,0.08,29.15
4345.7,72.43,40.62,11.656,0.424,0.0,29.32
4349.2,72.49,40.56,11.673,0.527,0.0,29.32
4352.8,72.55,40.51,11.634,0.566,0.122,28.96
4356.3,72.61,40.46,11.685,0.354,0.0,29.02
4359.8,72.66,40.41,11.655,0.712,0.145,29.62
4363.4,72.72,40.36,11.688,0.675,0.216,29.29
4366.9,72.78,40.31,11.658,0.625,0.0,29.25
4370.5,72.84,40.25,11.642,0.589,0.0,29.24
4374.0,72.9,40.2,11.641,0.478,0.0,29.76
4377.5,72.96,40.15,11.642,0.27,0.007,29.14
4381.1,73.02,40.1,11.639,0.509,0.053,28.95
4384.6,73.08,40.05,11.661,0.541,0.111,29.53
4388.1,73.14,40.0,11.619,0.904,0.387,29.39
4391.7,73.19,39.94,11.632,0.767,0.251,29.69
4395.2,73.25,39.89,11.62,0.798,0.263,29.68
4398.7,73.31,39.84,11.586,0.664,0.208,29.41
4402.3,73.37,39.79,11.661,0.889,0.282,29.25
4405.8,73.43,39.74,11.593,0.945,0.328,29.62
4409.4,73.49,39.69,11.636,0.899,0.312,29.16
4412.9,73.55,39.64,11.626,0.847,0.297,29.37
4416.4,73.61,39.58,11.603,0.922,0.333,29.4
4420.0,73.67,39.53,11.584,0.87,0.164,29.34
4423.5,73.72,39.48,11.582,0.735,0.175,29.45
4427.0,73.78,39.43,11.649,0.522,0.0,29.53
4430.6,73.84,39.38,11.634,0.269,0.0,28.74
4434.1,73.9,39.33,11.62,0.242,0.0,29.04
4437.6,73.96,39.28,11.603,0.404,0.0,29.52
4441.2,74.02,39.22,11.627,0.385,0.0,29.35
4444.7,74.08,39.17,11.616,0.478,0.004,28.88
4448.2,74.14,39.12,11.615,0.306,0.0,29.11
4451.8,74.2,39.07,11.655,0.279,0.0,29.44
4455.3,74.26,39.02,11.635,0.444,0.0,29.41
4458.9,74.31,38.97,11.598,0.523,0.027,29.75
4462.4,74.37,38.92,11.64,0.254,0.0,29.13
4465.9,74.43,38.86,11.607,0.78,0.166,29.01
4469.5,74.49,38.81,11.651,0.279,0.029,29.43
4473.0,74.55,38.76,11.616,0.499,0.0,29.4
4476.5,74.61,38.71,11.638,0.25,0.0,29.38
4480.1,74.67,38.66,11.627,0.625,0.152,29.11
4483.6,74.73,38.61,11.609,0.623,0.177,29.04
4487.1,74.79,38.56,11.583,0.787,0.22,29.67
4490.7,74.84,38.51,11.584,0.287,0.0,29.15
4494.2,74.9,38.46,11.628,0.423,0.102,28.82
4497.8,74.96,38.4,11.556,0.753,0.277,29.67
4501.3,75.02,38.35,11.589,0.881,0.25,29.34
4504.8,75.08,38.3,11.598,0.611,0.163,29.43
4508.4,75.14,38.25,11.588,0.852,0.233,29.29
4511.9,75.2,38.2,11.583,1.023,0.45,29.19
4515.4,75.26,38.15,11.545,0.855,0.27,29.21
4519.0,75.32,38.1,11.566,0.892,0.27,29.46
4522.5,75.38,38.05,11.549,1.211,0.372,29.75
4526.0,75.43,38.0,11.581,1.151,0.509,29.34
4529.6,75.49,37.94,11.511,1.248,0.46,29.19
4533.1,75.55,37.89,11.566,0.466,0.033,29.26
4536.6,75.61,37.84,11.561,0.816,0.223,29.12
4540.2,75.67,37.79,11.58,0.539,0.022,29.47
4543.7,75.73,37.74,11.578,1.044,0.386,29.31
4547.3,75.79,37.69,11.52,1.164,0.453,29.58
4550.8,75.85,37.64,11.53,0.905,0.316,29.12
4554.3,75.91,37.59,11.555,0.728,0.248,29.2
4557.9,75.96,37.54,11.56,0.76,0.196,29.69
4561.4,76.02,37.49,11.541,0.469,0.0,29.43
4564.9,76.08,37.44,11.569,0.351,0.0,29.34
4568.5,76.14,37.38,11.577,0.492,0.143,29.5
4572.0,76.2,37.33,11.583,0.627,0.012,29.24
4575.5,76.26,37.28,11.542,0.373,0.0,29.48
4579.1,76.32,37.23,11.602,0.395,0.0,28.7
4582.6,76.38,37.18,11.561,0.397,0.0,29.08
4586.2,76.44,37.13,11.553,0.383,0.0,29.78
4589.7,76.49,37.08,11.573,0.503,0.07,29.63
4593.2,76.55,37.03,11.559,0.978,0.268,29.35
4596.8,76.61,36.98,11.517,0.955,0.283,29.31
4600.3,76.67,36.93,11.548,0.751,0.189,29.64
4603.8,76.73,36.88,11.524,0.672,0.246,29.22
4607.4,76.79,36.83,11.491,0.807,0.244,29.3
4610.9,76.85,36.78,11.548,0.876,0.212,29.57
4614.4,76.91,36.72,11.511,1.344,0.547,29.54
4618.0,76.97,36.67,11.533,0.965,0.449,29.67
4621.5,77.03,36.62,11.497,1.247,0.463,29.47
4625.0,77.08,36.57,11.516,0.949,0.274,29.15
4628.6,77.14,36.52,11.485,0.994,0.351,29.27
4632.1,77.2,36.47,11.516,1.278,0.541,28.76
4635.7,77.26,36.42,11.517,1.077,0.443,28.95
4639.2,77.32,36.37,11.47,1.63,0.664,29.62
4642.7,77.38,36.32,11.479,1.638,0.838,29.56
4646.3,77.44,36.27,11.485,1.648,0.801,29.64
4649.8,77.5,36.22,11.467,1.75,0.795,30.16
4653.3,77.56,36.17,11.482,1.527,0.761,29.34
4656.9,77.61,36.12,11.465,1.584,0.748,29.54
4660.4,77.67,36.07,11.472,1.66,0.811,29.88
4663.9,77.73,36.02,11.53,1.421,0.576,29.97
4667.5,77.79,35.97,11.487,1.049,0.387,29.61
4671.0,77.85,35.92,11.536,0.658,0.26,29.18
4674.5,77.91,35.87,11.532,0.85,0.431,29.27
4678.1,77.97,35.81,11.461,1.176,0.362,29.26
4681.6,78.03,35.76,11.513,0.761,0.114,28.84
4685.2,78.09,35.71,11.511,0.497,0.065,29.16
4688.7,78.14,35.66,11.497,0.769,0.163,29.42
4692.2,78.2,35.61,11.508,0.892,0.31,29.12
4695.8,78.26,35.56,11.526,0.551,0.076,29.24
4699.3,78.32,35.51,11.539,0.56,0.123,29.57
4702.8,78.38,35.46,11.524,0.481,0.0,29.53
4706.4,78.44,35.41,11.51,0.679,0.201,29.39
4709.9,78.5,35.36,11.513,0.505,0.13,29.29
4713.4,78.56,35.31,11.503,0.379,0.008,29.3
4717.0,78.62,35.26,11.477,0.789,0.084,29.42
4720.5,78.68,35.21,11.495,0.769,0.192,28.99
4724.1,78.73,35.16,11.46,0.68,0.15,29.48
4727.6,78.79,35.11,11.513,0.443,0.04,29.04
4731.1,78.85,35.06,11.474,0.865,0.253,29.6
4734.7,78.91,35.01,11.469,0.916,0.309,29.75
4738.2,78.97,34.96,11.477,0.757,0.286,29.31
4741.7,79.03,34.91,11.486,0.915,0.287,29.62
4745.3,79.09,34.86,11.448,0.487,0.059,29.19
4748.8,79.15,34.81,11.502,0.407,0.011,29.26
4752.3,79.21,34.76,11.484,0.647,0.161,29.41
4755.9,79.26,34.71,11.455,0.593,0.148,28.9
4759.4,79.32,34.66,11.468,0.8,0.284,29.45
4762.9,79.38,34.61,11.442,1.022,0.319,29.61
4766.5,79.44,34.55,11.446,0.94,0.306,29.44
4770.0,79.5,34.5,11.509,0.281,0.063,29.27
4773.6,79.56,34.45,11.445,0.598,0.124,29.26
4777.1,79.62,34.4,11.462,0.33,0.017,29.17
4780.6,79.68,34.35,11.498,0.586,0.128,29.28
4784.2,79.74,34.3,11.43,0.699,0.083,29.3
4787.7,79.8,34.25,11.445,0.869,0.324,29.49
4791.2,79.85,34.2,11.481,0.814,0.247,29.79
4794.8,79.91,34.15,11.433,1.23,0.378,29.77
4798.3,79.97,34.1,11.409,1.655,0.758,29.49
4801.8,80.03,34.05,11.412,1.955,0.882,29.79
4805.4,80.09,34.0,11.399,1.998,1.057,29.61
4808.9,80.15,33.95,11.405,1.948,0.915,29.42
4812.5,80.21,33.9,11.372,1.9,0.942,29.84
4816.0,80.27,33.85,11.349,2.301,1.132,30.41
4819.5,80.33,33.8,11.369,2.209,1.218,29.81
4823.1,80.38,33.75,11.4,2.386,1.135,30.06
4826.6,80.44,33.7,11.352,2.145,1.111,30.13
4830.1,80.5,33.65,11.362,2.223,1.044,30.03
4833.7,80.56,33.6,11.343,2.674,1.48,30.27
4837.2,80.62,33.55,11.344,2.566,1.387,30.05
4840.7,80.68,33.5,11.314,2.852,1.465,30.07
4844.3,80.74,33.45,11.351,2.472,1.256,29.62
4847.8,80.8,33.4,11.341,2.301,1.311,29.6
4851.3,80.86,33.35,11.334,2.681,1.429,30.41
4854.9,80.91,33.3,11.294,2.963,1.571,30.13
4858.4,80.97,33.25,11.308,2.956,1.637,30.0
4862.0,81.03,33.2,11.331,2.593,1.424,30.29
4865.5,81.09,33.15,11.301,2.554,1.295,30.23
4869.0,81.15,33.1,11.323,2.374,1.258,29.95
4872.6,81.21,33.05,11.353,2.675,1.455,30.11
4876.1,81.27,33.0,11.33,2.477,1.478,29.59
4879.6,81.33,32.95,11.338,2.46,1.432,29.69
4883.2,81.39,32.9,11.346,2.53,1.465,29.7
4886.7,81.45,32.85,11.333,2.549,1.469,29.92
4890.2,81.5,32.8,11.299,2.741,1.512,30.06
4893.8,81.56,32.75,11.294,3.159,1.372,30.42
4897.3,81.62,32.7,11.431,0.757,0.0,29.16
4900.9,81.68,32.65,11.457,0.18,0.0,29.5
4904.4,81.74,32.6,11.406,0.552,0.11,29.27
4907.9,81.8,32.55,11.407,0.647,0.13,29.13
4911.5,81.86,32.5,11.413,0.353,0.087,29.05
4915.0,81.92,32.44,11.417,0.391,0.0,29.39
4918.5,81.98,32.39,11.397,0.446,0.053,29.11
4922.1,82.03,32.34,11.425,0.238,0.0,29.28
4925.6,82.09,32.29,11.464,0.447,0.0,29.15
4929.1,82.15,32.24,11.422,0.513,0.0,29.29
4932.7,82.21,32.19,11.432,0.457,0.0,29.17
4936.2,82.27,32.14,11.424,0.18,0.0,29.13
4939.7,82.33,32.09,11.402,0.307,0.0,29.26
4943.3,82.39,32.04,11.419,0.37,0.0,29.06
4946.8,82.45,31.99,11.382,0.247,0.0,29.26
4950.4,82.51,31.94,11.414,0.246,0.0,29.54
4953.9,82.56,31.89,11.425,0.267,0.0,28.9
4957.4,82.62,31.84,11.437,0.493,0.0,29.2
4961.0,82.68,31.79,11.387,0.682,0.191,29.11
4964.5,82.74,31.74,11.43,0.652,0.181,29.51
4968.0,82.8,31.69,11.341,1.342,0.447,29.43
4971.6,82.86,31.64,11.363,1.569,0.714,30.15
4975.1,82.92,31.59,11.317,1.642,0.764,29.63
4978.6,82.98,31.54,11.353,1.22,0.627,29.69
4982.2,83.04,31.49,11.331,1.596,0.633,29.64
4985.7,83.1,31.44,11.329,1.635,0.674,29.55
4989.3,83.15,31.39,11.291,2.025,0.948,29.57
4992.8,83.21,31.34,11.316,1.899,1.019,29.64
4996.3,83.27,31.29,11.284,2.062,1.041,29.77
4999.9,83.33,31.24,11.309,1.914,0.939,29.56
5003.4,83.39,31.19,11.317,1.836,0.918,29.75
5006.9,83.45,31.14,11.346,1.571,0.843,29.37
5010.5,83.51,31.09,11.31,1.657,0.793,29.8
5014.0,83.57,31.04,11.318,1.661,0.762,29.66
5017.5,83.63,30.99,11.309,1.362,0.596,29.6
5021.1,83.68,30.94,11.345,1.489,0.621,29.8
5024.6,83.74,30.89,11.358,1.275,0.435,29.44
5028.1,83.8,30.84,11.32,1.347,0.496,29.79
5031.7,83.86,30.79,11.371,0.95,0.248,29.45
5035.2,83.92,30.73,11.391,0.377,0.0,29.15
5038.8,83.98,30.68,11.366,0.72,0.129,29.22
5042.3,84.04,30.63,11.396,0.596,0.266,29.48
5045.8,84.1,30.58,11.284,1.455,0.549,29.47
5049.4,84.16,30.53,11.313,1.284,0.606,29.47
5052.9,84.21,30.48,11.301,1.781,0.8,29.96
5056.4,84.27,30.43,11.302,1.84,0.915,30.06
5060.0,84.33,30.38,11.289,1.897,0.958,29.91
5063.5,84.39,30.33,11.276,2.157,1.097,29.79
5067.0,84.45,30.28,11.249,2.525,1.313,29.81
5070.6,84.51,30.23,11.286,2.25,1.333,30.13
5074.1,84.57,30.18,11.225,3.012,1.396,30.4
5077.7,84.63,30.13,11.342,0.95,0.0,29.49
5081.2,84.69,30.08,11.35,0.559,0.11,29.31
5084.7,84.75,30.03,11.354,0.551,0.155,29.28
5088.3,84.8,29.98,11.334,0.612,0.154,29.43
5091.8,84.86,29.93,11.335,0.996,0.352,29.39
5095.3,84.92,29.88,11.314,1.137,0.368,29.38
5098.9,84.98,29.83,11.312,0.354,0.0,28.89
5102.4,85.04,29.78,11.347,0.403,0.052,29.19
5105.9,85.1,29.72,11.36,0.401,0.0,29.22
5109.5,85.16,29.67,11.356,0.26,0.0,29.34
5113.0,85.22,29.62,11.367,0.417,0.0,29.45
5116.5,85.28,29.57,11.337,0.355,0.049,29.35
5120.1,85.33,29.52,11.28,0.789,0.117,29.46
5123.6,85.39,29.47,11.335,1.15,0.428,29.28
5127.2,85.45,29.42,11.32,1.11,0.531,29.26
