Time (s),Voltage (V),Current (A),Temp (C),SoC
1487.01,9.72,0.74,25.0,39.0
1488.09,9.68,0.74,25.0,38.9
1489.17,9.7,0.74,25.0,38.9
1490.26,9.69,0.76,25.0,38.8
1491.34,9.71,0.72,25.0,38.8
1492.42,9.7,0.73,25.0,38.8
1493.5,9.7,0.74,25.0,38.7
1494.58,9.7,0.73,25.0,38.7
1495.67,9.71,0.73,25.0,38.6
1496.75,9.69,0.75,25.0,38.6
1497.83,9.72,0.74,25.0,38.5
1498.91,9.72,0.72,25.0,38.5
1499.99,9.72,0.73,25.0,38.4
1501.08,9.72,0.74,25.0,38.4
1502.16,9.7,0.74,25.0,38.4
1503.24,9.72,0.73,25.0,38.3
1504.32,9.73,0.75,25.0,38.3
1505.41,9.72,0.76,25.0,38.2
1506.49,9.71,0.76,25.0,38.2
1507.57,9.72,0.73,25.0,38.1
1508.65,9.69,0.76,25.0,38.1
1509.73,9.7,0.75,25.0,38.0
1510.81,9.72,0.74,25.0,38.0
1511.9,9.69,0.73,25.0,38.0
1512.98,9.69,0.74,25.0,37.9
1514.06,9.71,0.73,25.0,37.9
1515.14,9.7,0.74,25.0,37.8
1516.23,9.71,0.72,25.0,37.8
1517.31,9.69,0.74,25.0,37.7
1518.39,9.7,0.75,25.0,37.7
1519.47,9.72,0.75,25.0,37.6
1520.56,9.72,0.74,25.0,37.6
1521.64,9.72,0.72,25.0,37.6
1522.72,9.73,0.72,25.0,37.5
1523.8,9.71,0.73,25.0,37.5
1524.89,9.72,0.72,25.0,37.4
1525.97,9.7,0.74,25.0,37.4
1527.05,9.69,0.73,25.0,37.3
1528.13,9.71,0.73,25.0,37.3
1529.21,9.74,0.73,25.0,37.2
1530.3,9.7,0.76,25.0,37.2
1531.38,9.68,0.73,25.0,37.2
1532.46,9.72,0.71,25.0,37.1
1533.54,9.7,0.71,25.0,37.1
1534.63,9.7,0.73,25.0,37.0
1535.71,9.69,0.73,25.0,37.0
1536.79,9.72,0.74,25.0,36.9
1537.87,9.66,0.72,25.0,36.9
1538.95,9.71,0.73,25.0,36.8
1540.04,9.64,0.73,25.0,36.8
1541.12,9.68,0.73,25.0,36.8
1542.2,9.64,0.72,25.0,36.7
1543.28,9.68,0.73,25.0,36.7
1544.37,9.69,0.74,25.0,36.6
1545.45,9.74,0.69,25.0,36.6
1546.53,9.69,0.73,25.0,36.5
1547.61,9.65,0.73,25.0,36.5
1548.7,9.71,0.73,25.0,36.4
1549.78,9.71,0.74,25.0,36.4
1550.86,9.68,0.72,25.0,36.4
1551.94,9.7,0.73,25.0,36.3
1553.03,9.68,0.74,25.0,36.3
1554.1,9.72,0.72,25.0,36.2
1555.19,9.7,0.74,25.0,36.2
1556.27,9.71,0.74,25.0,36.1
1557.35,9.71,0.73,25.0,36.1
1558.44,9.7,0.76,25.0,36.0
1559.52,9.71,0.72,25.0,36.0
1560.6,9.68,0.74,25.0,36.0
1561.68,9.7,0.72,25.0,35.9
1562.76,9.67,0.73,25.0,35.9
1563.85,9.7,0.75,25.0,35.8
1564.93,9.67,0.73,25.0,35.8
1566.01,9.7,0.72,25.0,35.7
1567.09,9.68,0.74,25.0,35.7
1568.18,9.7,0.75,25.0,35.6
1569.26,9.68,0.73,25.0,35.6
1570.34,9.71,0.71,25.0,35.6
1571.42,9.7,0.73,25.0,35.5
1572.51,9.73,0.74,25.0,35.5
1573.59,9.69,0.74,25.0,35.4
1574.67,9.72,0.74,25.0,35.4
1575.75,9.7,0.72,25.0,35.3
1576.83,9.69,0.73,25.0,35.3
1577.92,9.69,0.74,25.0,35.2
1579.0,9.7,0.73,25.0,35.2
1580.08,9.63,0.71,25.0,35.2
1581.16,9.69,0.74,25.0,35.1
1582.24,9.65,0.7,25.0,35.1
1583.33,9.69,0.7,25.0,35.0
1584.41,9.7,0.7,25.0,35.0
1585.49,9.68,0.71,25.0,34.9
1586.57,9.68,0.74,25.0,34.9
1587.66,9.66,0.74,25.0,34.8
1588.74,9.66,0.71,25.0,34.8
1589.82,9.66,0.72,25.0,34.8
1590.9,9.69,0.73,25.0,34.7
1591.99,9.66,0.72,25.0,34.7
1593.07,9.68,0.72,25.0,34.6
1594.15,9.67,0.71,25.0,34.6
1595.23,9.68,0.74,25.0,34.5
1596.31,9.7,0.73,25.0,34.5
1597.4,9.67,0.73,25.0,34.4
1598.48,9.66,0.73,25.0,34.4
1599.56,9.69,0.7,25.0,34.4
1600.64,9.66,0.71,25.0,34.3
1601.72,9.68,0.72,25.0,34.3
1602.81,9.67,0.71,25.0,34.2
1603.89,9.67,0.74,25.0,34.2
1604.97,9.68,0.74,25.0,34.1
1606.05,9.67,0.73,25.0,34.1
1607.14,9.66,0.72,25.0,34.0
1608.22,9.67,0.73,25.0,34.0
1609.3,9.67,0.7,25.0,34.0
1610.38,9.67,0.72,25.0,33.9
1611.47,9.66,0.71,25.0,33.9
1612.55,9.65,0.73,25.0,33.8
1613.63,9.68,0.75,25.0,33.8
1614.71,9.66,0.75,25.0,33.7
1615.8,9.66,0.72,25.0,33.7
1616.88,9.7,0.73,25.0,33.6
1617.96,9.68,0.72,25.0,33.6
1619.04,9.66,0.72,25.0,33.6
1620.12,9.68,0.72,25.0,33.5
1621.2,9.66,0.71,25.0,33.5
1622.29,9.66,0.72,25.0,33.4
1623.37,9.64,0.75,25.0,33.4
1624.45,9.66,0.74,25.0,33.3
1625.53,9.68,0.73,25.0,33.3
1626.62,9.64,0.7,25.0,33.2
1627.7,9.67,0.73,25.0,33.2
1628.78,9.66,0.71,25.0,33.2
1629.86,9.64,0.72,25.0,33.1
1630.95,9.66,0.72,25.0,33.1
1632.03,9.66,0.74,25.0,33.0
1633.11,9.69,0.74,25.0,33.0
1634.19,9.68,0.74,25.0,32.9
1635.28,9.69,0.74,25.0,32.9
1636.36,9.66,0.74,25.0,32.8
1637.44,9.67,0.72,25.0,32.8
1638.52,9.65,0.73,25.0,32.8
1639.6,9.68,0.76,25.0,32.7
1640.69,9.65,0.74,25.0,32.7
1641.77,9.66,0.74,25.0,32.6
1642.85,9.66,0.76,25.0,32.6
1643.93,9.66,0.76,25.0,32.5
1645.02,9.67,0.73,25.0,32.5
1646.1,9.66,0.75,25.0,32.4
1647.18,9.67,0.73,25.0,32.4
1648.26,9.63,0.73,25.0,32.4
1649.34,9.68,0.73,25.0,32.3
1650.43,9.67,0.74,25.0,32.3
1651.51,9.65,0.74,25.0,32.2
1652.59,9.65,0.73,25.0,32.2
1653.67,9.65,0.72,25.0,32.1
1654.76,9.64,0.74,25.0,32.1
1655.84,9.67,0.73,25.0,32.0
1656.92,9.65,0.73,25.0,32.0
1658.0,9.64,0.72,25.0,32.0
1659.08,9.63,0.73,25.0,31.9
1660.17,9.65,0.72,25.0,31.9
1661.25,9.64,0.72,25.0,31.8
1662.33,9.64,0.73,25.0,31.8
1663.41,9.65,0.74,25.0,31.7
1664.49,9.64,0.73,25.0,31.7
1665.58,9.64,0.74,25.0,31.6
1666.66,9.63,0.72,25.0,31.6
1667.74,9.66,0.72,25.0,31.6
1668.82,9.66,0.73,25.0,31.5
1669.91,9.65,0.75,25.0,31.5
1670.99,9.64,0.74,25.0,31.4
1672.07,9.64,0.72,25.0,31.4
1673.15,9.64,0.73,25.0,31.3
1674.23,9.62,0.74,25.0,31.3
1675.32,9.65,0.73,25.0,31.2
1676.4,9.64,0.72,25.0,31.2
1677.48,9.64,0.74,25.0,31.2
1678.56,9.66,0.73,25.0,31.1
1679.65,9.65,0.71,25.0,31.1
1680.73,9.64,0.71,25.0,31.0
1681.81,9.65,0.71,25.0,31.0
1682.89,9.62,0.71,25.0,30.9
1683.97,9.65,0.72,25.0,30.9
1685.06,9.62,0.71,25.0,30.8
1686.14,9.66,0.7,25.0,30.8
1687.22,9.67,0.71,25.0,30.8
1688.31,9.67,0.71,25.0,30.7
1689.39,9.65,0.73,25.0,30.7
1690.47,9.63,0.75,25.0,30.6
1691.55,9.67,0.73,25.0,30.6
1692.63,9.63,0.73,25.0,30.5
1693.72,9.62,0.74,25.0,30.5
1694.8,9.64,0.71,25.0,30.4
1695.88,9.66,0.71,25.0,30.4
1696.96,9.64,0.73,25.0,30.4
1698.05,9.64,0.73,25.0,30.3
1699.13,9.65,0.71,25.0,30.3
1700.21,9.63,0.71,25.0,30.2
1701.29,9.67,0.73,25.0,30.2
1702.38,9.63,0.73,25.0,30.1
1703.45,9.63,0.72,25.0,30.1
1704.54,9.64,0.72,25.0,30.0
1705.62,9.62,0.73,25.0,30.0
1706.7,9.61,0.72,25.0,30.0
1707.78,9.63,0.72,25.0,29.9
1708.87,9.61,0.74,25.0,29.9
1709.95,9.63,0.73,25.0,29.8
1711.03,9.62,0.73,25.0,29.8
1712.11,9.63,0.72,25.0,29.7
1713.2,9.63,0.74,25.0,29.7
1714.28,9.64,0.7,25.0,29.6
1715.36,9.64,0.73,25.0,29.6
1716.44,9.64,0.74,25.0,29.6
1717.53,9.64,0.74,25.0,29.5
1718.61,9.64,0.74,25.0,29.5
1719.69,9.62,0.74,25.0,29.4
1720.77,9.61,0.73,25.0,29.4
1721.86,9.6,0.74,25.0,29.3
1722.94,9.6,0.75,25.0,29.3
1724.02,9.62,0.73,25.0,29.2
1725.1,9.61,0.7,25.0,29.2
1726.18,9.61,0.73,25.0,29.2
1727.26,9.62,0.71,25.0,29.1
1728.35,9.6,0.74,25.0,29.1
1729.43,9.62,0.74,25.0,29.0
1730.51,9.61,0.69,25.0,29.0
1731.59,9.61,0.73,25.0,28.9
1732.68,9.62,0.71,25.0,28.9
1733.76,9.63,0.73,25.0,28.8
1734.84,9.61,0.72,25.0,28.8
1735.92,9.61,0.72,25.0,28.8
1737.01,9.62,0.74,25.0,28.7
1738.09,9.6,0.74,25.0,28.7
1739.17,9.6,0.73,25.0,28.6
1740.25,9.58,0.71,25.0,28.6
1741.33,9.62,0.7,25.0,28.5
1742.42,9.6,0.7,25.0,28.5
1743.5,9.63,0.72,25.0,28.4
1744.58,9.61,0.72,25.0,28.4
1745.67,9.63,0.7,25.0,28.4
1746.75,9.61,0.71,25.0,28.3
1747.83,9.62,0.7,25.0,28.3
1748.91,9.6,0.73,25.0,28.2
1749.99,9.59,0.72,25.0,28.2
1751.07,9.63,0.7,25.0,28.1
1752.16,9.6,0.73,25.0,28.1
1753.24,9.63,0.72,25.0,28.0
1754.32,9.62,0.7,25.0,28.0
1755.4,9.59,0.7,25.0,28.0
1756.49,9.6,0.71,25.0,27.9
1757.57,9.61,0.71,25.0,27.9
1758.65,9.62,0.73,25.0,27.8
1759.73,9.61,0.74,25.0,27.8
1760.82,9.59,0.72,25.0,27.7
1761.9,9.63,0.75,25.0,27.7
1762.98,9.63,0.72,25.0,27.6
1764.06,9.57,0.71,25.0,27.6
1765.15,9.61,0.73,25.0,27.6
1766.23,9.59,0.74,25.0,27.5
1767.31,9.59,0.72,25.0,27.5
1768.39,9.59,0.74,25.0,27.4
1769.47,9.6,0.73,25.0,27.4
1770.56,9.6,0.73,25.0,27.3
1771.64,9.61,0.73,25.0,27.3
1772.72,9.59,0.74,25.0,27.2
1773.8,9.6,0.75,25.0,27.2
1774.88,9.56,0.74,25.0,27.2
1775.97,9.6,0.73,25.0,27.1
1777.05,9.59,0.73,25.0,27.1
1778.13,9.59,0.72,25.0,27.0
1779.21,9.59,0.72,25.0,27.0
1780.3,9.58,0.73,25.0,26.9
1781.38,9.59,0.71,25.0,26.9
1782.46,9.58,0.7,25.0,26.8
1783.54,9.58,0.72,25.0,26.8
1784.63,9.6,0.74,25.0,26.8
1785.71,9.57,0.71,25.0,26.7
1786.79,9.56,0.72,25.0,26.7
1787.87,9.6,0.72,25.0,26.6
1788.95,9.6,0.73,25.0,26.6
1790.03,9.56,0.71,25.0,26.5
1791.12,9.57,0.73,25.0,26.5
1792.2,9.57,0.71,25.0,26.4
1793.28,9.57,0.72,25.0,26.4
1794.36,9.59,0.72,25.0,26.4
1795.45,9.58,0.7,25.0,26.3
1796.53,9.57,0.72,25.0,26.3
1797.61,9.58,0.7,25.0,26.2
1798.69,9.57,0.73,25.0,26.2
1799.78,9.58,0.74,25.0,26.1
1800.86,9.6,0.73,25.0,26.1
1801.94,9.56,0.71,25.0,26.0
1803.02,9.57,0.73,25.0,26.0
1804.11,9.56,0.73,25.0,26.0
1805.19,9.58,0.72,25.0,25.9
1806.27,9.56,0.7,25.0,25.9
1807.35,9.57,0.72,25.0,25.8
1808.44,9.55,0.71,25.0,25.8
1809.52,9.58,0.73,25.0,25.7
1810.6,9.59,0.71,25.0,25.7
1811.68,9.52,0.74,25.0,25.6
1812.76,9.53,0.7,25.0,25.6
1813.84,9.56,0.73,25.0,25.6
1814.93,9.54,0.72,25.0,25.5
1816.01,9.51,0.75,25.0,25.5
1817.09,9.56,0.73,25.0,25.4
1818.17,9.58,0.7,25.0,25.4
1819.26,9.57,0.7,25.0,25.3
1820.34,9.56,0.72,25.0,25.3
1821.42,9.55,0.72,25.0,25.2
1822.5,9.55,0.7,25.0,25.2
1823.59,9.56,0.7,25.0,25.2
1824.67,9.55,0.72,25.0,25.1
1825.75,9.57,0.73,25.0,25.1
1826.83,9.56,0.73,25.0,25.0
1827.92,9.56,0.71,25.0,25.0
1829.0,9.57,0.72,25.0,24.9
1830.08,9.57,0.72,25.0,24.9
1831.16,9.58,0.75,25.0,24.8
1832.25,9.57,0.72,25.0,24.8
1833.33,9.53,0.72,25.0,24.8
1834.41,9.57,0.73,25.0,24.7
1835.49,9.56,0.75,25.0,24.7
1836.57,9.57,0.74,25.0,24.6
1837.65,9.55,0.73,25.0,24.6
1838.74,9.54,0.73,25.0,24.5
1839.82,9.55,0.72,25.0,24.5
1840.9,9.55,0.76,25.0,24.4
1841.98,9.54,0.74,25.0,24.4
1843.07,9.55,0.71,25.0,24.4
1844.15,9.54,0.72,25.0,24.3
1845.23,9.55,0.74,25.0,24.3
1846.31,9.54,0.73,25.0,24.2
1847.4,9.56,0.7,25.0,24.2
1848.47,9.52,0.74,25.0,24.1
1849.56,9.52,0.74,25.0,24.1
1850.64,9.53,0.72,25.0,24.0
1851.72,9.52,0.75,25.0,24.0
1852.81,9.53,0.73,25.0,24.0
1853.89,9.53,0.75,25.0,23.9
1854.97,9.52,0.74,25.0,23.9
1856.05,9.54,0.72,25.0,23.8
1857.13,9.54,0.74,25.0,23.8
1858.22,9.49,0.71,25.0,23.7
1859.3,9.53,0.72,25.0,23.7
1860.38,9.5,0.72,25.0,23.6
1861.46,9.52,0.74,25.0,23.6
1862.55,9.53,0.73,25.0,23.6
1863.63,9.51,0.74,25.0,23.5
1864.71,9.51,0.71,25.0,23.5
1865.79,9.5,0.71,25.0,23.4
1866.88,9.52,0.71,25.0,23.4
1867.96,9.52,0.72,25.0,23.3
1869.04,9.52,0.71,25.0,23.3
1870.12,9.54,0.72,25.0,23.2
1871.21,9.51,0.71,25.0,23.2
1872.29,9.52,0.7,25.0,23.2
1873.37,9.51,0.71,25.0,23.1
1874.45,9.5,0.73,25.0,23.1
1875.53,9.5,0.73,25.0,23.0
1876.62,9.52,0.7,25.0,23.0
1877.7,9.5,0.74,25.0,22.9
1878.78,9.52,0.7,25.0,22.9
1879.86,9.5,0.72,25.0,22.8
1880.94,9.5,0.71,25.0,22.8
1882.03,9.5,0.71,25.0,22.8
1883.11,9.48,0.72,25.0,22.7
1884.19,9.49,0.72,25.0,22.7
1885.27,9.49,0.71,25.0,22.6
1886.36,9.51,0.74,25.0,22.6
1887.44,9.49,0.71,25.0,22.5
1888.52,9.52,0.71,25.0,22.5
1889.6,9.49,0.72,25.0,22.4
1890.69,9.51,0.73,25.0,22.4
1891.77,9.49,0.73,25.0,22.4
1892.85,9.5,0.73,25.0,22.3
1893.93,9.51,0.71,25.0,22.3
1895.02,9.49,0.71,25.0,22.2
1896.1,9.49,0.71,25.0,22.2
1897.18,9.5,0.71,25.0,22.1
1898.26,9.48,0.72,25.0,22.1
1899.34,9.5,0.73,25.0,22.0
1900.43,9.5,0.7,25.0,22.0
1901.51,9.51,0.71,25.0,22.0
1902.59,9.49,0.71,25.0,21.9
1903.67,9.49,0.7,25.0,21.9
1904.75,9.5,0.73,25.0,21.8
1905.84,9.5,0.72,25.0,21.8
1906.92,9.48,0.72,25.0,21.7
1908.0,9.5,0.71,25.0,21.7
1909.08,9.47,0.74,25.0,21.6
1910.17,9.48,0.71,25.0,21.6
1911.25,9.49,0.7,25.0,21.6
1912.33,9.48,0.71,25.0,21.5
1913.41,9.47,0.73,25.0,21.5
1914.5,9.46,0.7,25.0,21.4
1915.58,9.47,0.7,25.0,21.4
1916.66,9.47,0.72,25.0,21.3
1917.74,9.45,0.72,25.0,21.3
1918.83,9.49,0.72,25.0,21.2
1919.91,9.47,0.7,25.0,21.2
1920.99,9.48,0.71,25.0,21.2
1922.07,9.45,0.7,25.0,21.1
1923.16,9.46,0.72,25.0,21.1
1924.24,9.47,0.71,25.0,21.0
1925.32,9.46,0.72,25.0,21.0
1926.4,9.48,0.73,25.0,20.9
1927.48,9.46,0.74,25.0,20.9
1928.56,9.47,0.71,25.0,20.8
1929.65,9.46,0.7,25.0,20.8
1930.73,9.46,0.71,25.0,20.8
1931.81,9.44,0.7,25.0,20.7
1932.89,9.45,0.72,25.0,20.7
1933.98,9.44,0.69,25.0,20.6
1935.06,9.47,0.71,25.0,20.6
1936.14,9.46,0.69,25.0,20.5
1937.22,9.46,0.7,25.0,20.5
1938.31,9.45,0.71,25.0,20.4
1939.39,9.43,0.74,25.0,20.4
1940.47,9.44,0.7,25.0,20.4
1941.55,9.41,0.73,25.0,20.3
1942.64,9.44,0.72,25.0,20.3
1943.72,9.4,0.72,25.0,20.2
1944.8,9.46,0.73,25.0,20.2
1945.88,9.47,0.73,25.0,20.1
1946.97,9.38,0.7,25.0,20.1
1948.05,9.4,0.71,25.0,20.0
1949.13,9.44,0.68,25.0,20.0
1950.21,9.44,0.7,25.0,20.0
1951.3,9.38,0.7,25.0,19.9
1952.38,9.44,0.72,25.0,19.9
1953.46,9.41,0.71,25.0,19.8
1954.54,9.44,0.69,25.0,19.8
1955.62,9.37,0.74,25.0,19.7
1956.71,9.38,0.76,25.0,19.7
1957.79,9.47,0.65,25.0,19.6
1958.87,9.46,0.73,25.0,19.6
1959.95,9.43,0.71,25.0,19.6
1961.03,9.43,0.68,25.0,19.5
1962.12,9.45,0.74,25.0,19.5
1963.2,9.41,0.71,25.0,19.4
1964.28,9.45,0.7,25.0,19.4
1965.36,9.45,0.68,25.0,19.3
1966.45,9.45,0.7,25.0,19.3
1967.53,9.39,0.75,25.0,19.2
1968.61,9.41,0.72,25.0,19.2
1969.69,9.39,0.72,25.0,19.2
1970.78,9.42,0.72,25.0,19.1
1971.86,9.42,0.72,25.0,19.1
1972.94,9.42,0.7,25.0,19.0
1974.02,9.42,0.71,25.0,19.0
1975.1,9.4,0.73,25.0,18.9
1976.19,9.37,0.69,25.0,18.9
1977.27,9.38,0.72,25.0,18.8
1978.35,9.37,0.74,25.0,18.8
1979.44,9.36,0.73,25.0,18.8
1980.52,9.44,0.71,25.0,18.7
1981.6,9.38,0.69,25.0,18.7
1982.68,9.35,0.69,25.0,18.6
1983.76,9.4,0.73,25.0,18.6
1984.84,9.36,0.77,25.0,18.5
1985.93,9.37,0.72,25.0,18.5
1987.01,9.38,0.71,25.0,18.4
1988.09,9.39,0.71,25.0,18.4
1989.17,9.41,0.73,25.0,18.4
1990.26,9.34,0.69,25.0,18.3
1991.34,9.32,0.7,25.0,18.3
1992.42,9.4,0.74,25.0,18.2
1993.5,9.35,0.71,25.0,18.2
1994.59,9.41,0.7,25.0,18.1
1995.67,9.35,0.67,25.0,18.1
1996.75,9.36,0.69,25.0,18.0
1997.83,9.39,0.68,25.0,18.0
1998.92,9.37,0.7,25.0,18.0
2000.0,9.34,0.72,25.0,17.9
2001.08,9.37,0.7,25.0,17.9
2002.16,9.38,0.7,25.0,17.8
2003.25,9.36,0.68,25.0,17.8
2004.32,9.37,0.73,25.0,17.7
2005.41,9.37,0.73,25.0,17.7
2006.49,9.37,0.7,25.0,17.6
2007.57,9.35,0.7,25.0,17.6
2008.65,9.35,0.69,25.0,17.6
2009.74,9.38,0.72,25.0,17.5
2010.82,9.38,0.71,25.0,17.5
2011.9,9.34,0.68,25.0,17.4
2012.98,9.32,0.72,25.0,17.4
2014.07,9.34,0.71,25.0,17.3
2015.15,9.36,0.7,25.0,17.3
2016.23,9.35,0.71,25.0,17.2
2017.31,9.34,0.71,25.0,17.2
2018.4,9.34,0.74,25.0,17.2
2019.48,9.35,0.7,25.0,17.1
2020.56,9.35,0.73,25.0,17.1
2021.64,9.37,0.73,25.0,17.0
2022.72,9.33,0.72,25.0,17.0
2023.8,9.35,0.72,25.0,16.9
2024.89,9.34,0.72,25.0,16.9
2025.97,9.32,0.71,25.0,16.8
2027.05,9.34,0.71,25.0,16.8
2028.13,9.33,0.71,25.0,16.8
2029.22,9.31,0.73,25.0,16.7
2030.3,9.33,0.74,25.0,16.7
2031.38,9.32,0.71,25.0,16.6
2032.46,9.3,0.74,25.0,16.6
2033.55,9.32,0.71,25.0,16.5
2034.63,9.33,0.73,25.0,16.5
2035.71,9.33,0.72,25.0,16.4
2036.79,9.31,0.72,25.0,16.4
2037.88,9.32,0.71,25.0,16.4
2038.96,9.31,0.73,25.0,16.3
2040.04,9.31,0.73,25.0,16.3
2041.12,9.29,0.69,25.0,16.2
2042.2,9.29,0.72,25.0,16.2
2043.29,9.31,0.74,25.0,16.1
2044.37,9.3,0.73,25.0,16.1
2045.45,9.31,0.74,25.0,16.0
2046.53,9.31,0.71,25.0,16.0
2047.61,9.32,0.73,25.0,16.0
2048.7,9.29,0.72,25.0,15.9
2049.78,9.3,0.74,25.0,15.9
2050.86,9.29,0.73,25.0,15.8
2051.94,9.29,0.71,25.0,15.8
2053.03,9.28,0.74,25.0,15.7
2054.11,9.28,0.73,25.0,15.7
2055.19,9.26,0.71,25.0,15.6
2056.27,9.28,0.73,25.0,15.6
2057.36,9.28,0.73,25.0,15.6
2058.44,9.26,0.73,25.0,15.5
2059.52,9.27,0.72,25.0,15.5
2060.6,9.29,0.73,25.0,15.4
2061.68,9.28,0.71,25.0,15.4
2062.77,9.28,0.72,25.0,15.3
2063.85,9.26,0.73,25.0,15.3
2064.93,9.26,0.72,25.0,15.2
2066.01,9.28,0.73,25.0,15.2
2067.09,9.26,0.74,25.0,15.2
2068.18,9.28,0.69,25.0,15.1
2069.26,9.26,0.71,25.0,15.1
2070.34,9.24,0.71,25.0,15.0
2071.42,9.29,0.73,25.0,15.0
2072.51,9.26,0.72,25.0,14.9
2073.59,9.26,0.75,25.0,14.9
2074.67,9.24,0.69,25.0,14.8
2075.75,9.3,0.74,25.0,14.8
2076.84,9.24,0.71,25.0,14.8
2077.92,9.23,0.73,25.0,14.7
2079.0,9.26,0.72,25.0,14.7
2080.08,9.23,0.69,25.0,14.6
2081.17,9.26,0.71,25.0,14.6
2082.25,9.23,0.72,25.0,14.5
2083.33,9.22,0.73,25.0,14.5
2084.41,9.27,0.7,25.0,14.4
2085.5,9.18,0.72,25.0,14.4
2086.58,9.25,0.71,25.0,14.4
2087.66,9.24,0.71,25.0,14.3
2088.74,9.22,0.7,25.0,14.3
2089.83,9.24,0.72,25.0,14.2
2090.91,9.26,0.7,25.0,14.2
2091.99,9.2,0.71,25.0,14.1
2093.07,9.21,0.71,25.0,14.1
2094.15,9.22,0.7,25.0,14.0
2095.23,9.21,0.7,25.0,14.0
2096.32,9.23,0.7,25.0,14.0
2097.4,9.19,0.71,25.0,13.9
2098.48,9.22,0.71,25.0,13.9
2099.56,9.2,0.73,25.0,13.8
2100.65,9.26,0.72,25.0,13.8
2101.73,9.21,0.71,25.0,13.7
2102.81,9.17,0.69,25.0,13.7
2103.89,9.22,0.7,25.0,13.6
2104.98,9.18,0.72,25.0,13.6
2106.06,9.16,0.69,25.0,13.6
2107.14,9.2,0.71,25.0,13.5
2108.22,9.21,0.73,25.0,13.5
2109.3,9.18,0.72,25.0,13.4
2110.39,9.18,0.72,25.0,13.4
2111.47,9.16,0.73,25.0,13.3
2112.55,9.19,0.75,25.0,13.3
2113.63,9.16,0.7,25.0,13.2
2114.72,9.2,0.71,25.0,13.2
2115.8,9.19,0.71,25.0,13.2
2116.88,9.18,0.73,25.0,13.1
2117.96,9.19,0.73,25.0,13.1
2119.04,9.16,0.71,25.0,13.0
2120.13,9.18,0.71,25.0,13.0
2121.21,9.16,0.72,25.0,12.9
2122.29,9.19,0.73,25.0,12.9
2123.37,9.17,0.7,25.0,12.8
2124.46,9.14,0.7,25.0,12.8
2125.54,9.15,0.71,25.0,12.8
2126.62,9.1,0.69,25.0,12.7
2127.7,9.14,0.69,25.0,12.7
2128.79,9.18,0.71,25.0,12.6
2129.87,9.15,0.71,25.0,12.6
2130.95,9.2,0.71,25.0,12.5
2132.03,9.15,0.71,25.0,12.5
2133.11,9.16,0.7,25.0,12.4
2134.2,9.17,0.73,25.0,12.4
2135.28,9.12,0.68,25.0,12.4
2136.36,9.14,0.71,25.0,12.3
2137.44,9.09,0.7,25.0,12.3
2138.53,9.16,0.72,25.0,12.2
2139.61,9.17,0.71,25.0,12.2
2140.69,9.13,0.73,25.0,12.1
2141.77,9.14,0.73,25.0,12.1
2142.85,9.08,0.71,25.0,12.0
2143.94,9.11,0.7,25.0,12.0
2145.02,9.15,0.71,25.0,12.0
2146.1,9.13,0.71,25.0,11.9
2147.18,9.09,0.71,25.0,11.9
2148.27,9.13,0.68,25.0,11.8
2149.35,9.09,0.7,25.0,11.8
2150.43,9.1,0.72,25.0,11.7
2151.51,9.11,0.69,25.0,11.7
2152.6,9.09,0.67,25.0,11.6
2153.68,9.12,0.74,25.0,11.6
2154.76,9.09,0.72,25.0,11.6
2155.84,9.13,0.68,25.0,11.5
2156.92,9.09,0.68,25.0,11.5
2158.01,9.08,0.69,25.0,11.4
2159.09,9.12,0.73,25.0,11.4
2160.17,9.12,0.68,25.0,11.3
2161.25,9.1,0.7,25.0,11.3
2162.33,9.07,0.72,25.0,11.2
2163.42,9.05,0.77,25.0,11.2
2164.5,9.11,0.69,25.0,11.2
2165.58,9.05,0.74,25.0,11.1
2166.66,9.11,0.7,25.0,11.1
2167.75,9.05,0.7,25.0,11.0
2168.83,9.09,0.68,25.0,11.0
2169.91,9.04,0.77,25.0,10.9
2170.99,9.05,0.76,25.0,10.9
2172.08,9.09,0.68,25.0,10.8
2173.16,9.07,0.7,25.0,10.8
2174.24,9.02,0.72,25.0,10.8
2175.32,9.07,0.72,25.0,10.7
2176.41,9.07,0.7,25.0,10.7
2177.49,9.07,0.68,25.0,10.6
2178.57,9.08,0.7,25.0,10.6
2179.65,8.99,0.77,25.0,10.5
2180.73,9.08,0.69,25.0,10.5
2181.81,9.05,0.69,25.0,10.4
2182.9,9.09,0.71,25.0,10.4
2183.98,9.01,0.71,25.0,10.4
2185.06,9.08,0.73,25.0,10.3
2186.14,9.05,0.68,25.0,10.3
2187.23,9.04,0.74,25.0,10.2
2188.31,9.06,0.7,25.0,10.2
2189.39,9.08,0.69,25.0,10.1
2190.47,9.02,0.68,25.0,10.1
2191.56,9.0,0.76,25.0,10.0
2192.64,8.98,0.7,25.0,10.0
2193.72,9.02,0.73,25.0,10.0
2194.8,8.99,0.63,25.0,9.9
2195.89,9.04,0.71,25.0,9.9
2196.97,9.01,0.69,25.0,9.8
2198.05,9.05,0.74,25.0,9.8
2199.13,8.99,0.71,25.0,9.7
2200.22,8.97,0.69,25.0,9.7
2201.3,9.0,0.71,25.0,9.6
2202.38,8.99,0.77,25.0,9.6
2203.46,9.01,0.72,25.0,9.6
2204.54,8.99,0.64,25.0,9.5
2205.62,9.01,0.79,25.0,9.5
