time_s,time_min,soc_percent,voltage_V,current_A,speed_mps,temperature_C
87.8,1.4633333333333334,58.05,12.052,2.181,1.039,31.77
87.9,1.465,58.05,12.109,2.626,1.213,31.2
88.0,1.4666666666666666,57.87,12.06,2.127,1.051,31.07
88.1,1.4683333333333333,57.87,12.056,2.352,1.165,31.68
88.2,1.47,57.87,12.059,2.169,1.068,31.63
88.3,1.4716666666666667,57.59,12.032,2.015,0.992,31.98
88.4,1.4733333333333334,57.59,12.072,2.38,1.023,31.53
88.5,1.475,57.59,12.055,1.986,1.045,31.66
88.6,1.4766666666666666,57.59,12.051,2.136,1.001,31.14
88.7,1.4783333333333333,57.54,12.085,1.923,0.964,32.06
88.8,1.48,57.54,12.077,1.891,0.962,30.79
88.9,1.4816666666666667,57.54,12.078,1.941,0.902,31.85
89.0,1.4833333333333334,57.54,12.046,1.964,1.025,31.4
89.1,1.4849999999999999,57.54,12.029,2.172,1.043,31.16
89.2,1.4866666666666668,57.54,12.073,2.498,1.067,31.67
89.3,1.4883333333333333,56.68,12.054,1.836,0.858,31.63
89.4,1.49,56.68,12.013,2.272,1.062,31.64
89.5,1.4916666666666667,56.68,12.062,1.99,0.992,31.29
89.6,1.4933333333333332,56.68,12.024,1.936,0.874,31.52
89.7,1.495,56.68,12.008,1.913,0.992,31.46
89.8,1.4966666666666666,56.68,12.03,2.208,1.045,31.87
89.9,1.4983333333333335,56.68,12.059,2.12,1.017,31.76
90.0,1.5,56.68,12.037,2.414,1.029,31.64
90.1,1.5016666666666665,56.68,12.034,2.169,1.042,31.42
90.2,1.5033333333333334,56.68,12.047,2.12,1.033,31.6
90.3,1.505,56.68,12.027,1.954,0.954,31.45
90.4,1.5066666666666668,56.68,12.058,1.575,0.786,31.33
90.5,1.5083333333333333,56.68,12.043,1.992,0.887,31.26
90.6,1.51,56.68,12.041,2.225,0.972,31.69
90.7,1.5116666666666667,56.68,12.043,1.881,0.901,31.25
90.8,1.5133333333333332,56.68,12.035,2.168,0.989,31.77
90.9,1.5150000000000001,56.68,12.054,2.049,0.994,31.62
91.0,1.5166666666666666,56.68,12.031,2.023,0.929,31.48
91.1,1.5183333333333333,56.68,12.029,2.285,1.071,31.3
91.2,1.52,56.68,12.04,1.641,0.838,31.6
91.3,1.5216666666666667,56.66,12.017,1.994,0.991,31.31
91.4,1.5233333333333334,56.58,12.044,2.074,0.922,31.46
91.5,1.525,56.49,12.032,1.769,0.942,31.38
91.6,1.5266666666666666,56.37,12.012,2.274,1.095,31.8
91.7,1.5283333333333333,56.37,11.979,2.137,1.042,31.48
91.8,1.53,55.45,12.02,2.358,1.204,31.62
91.9,1.5316666666666667,55.45,12.038,2.262,1.086,31.34
92.0,1.5333333333333334,55.45,11.992,2.545,1.226,32.13
92.1,1.535,55.45,12.012,2.525,1.199,31.74
92.2,1.5366666666666666,55.45,12.022,2.313,1.292,31.62
92.3,1.5383333333333333,55.45,11.998,2.887,1.325,31.56
92.4,1.54,55.45,11.976,2.599,1.308,31.76
92.5,1.5416666666666667,55.45,12.004,3.116,1.495,32.44
92.6,1.5433333333333332,55.45,12.028,2.782,1.386,32.29
92.7,1.5450000000000002,55.45,11.978,2.844,1.451,31.8
92.8,1.5466666666666666,55.45,12.028,3.254,1.645,32.32
92.9,1.5483333333333333,55.45,12.0,3.732,1.695,32.76
93.0,1.55,55.45,11.989,3.575,1.715,32.15
93.1,1.5516666666666665,55.45,12.003,3.378,1.732,32.29
93.2,1.5533333333333335,54.71,12.001,3.804,1.931,32.82
93.3,1.555,54.71,11.979,3.488,1.696,32.73
93.4,1.5566666666666669,54.71,11.982,3.569,1.777,32.15
93.5,1.5583333333333333,54.71,11.981,3.552,1.801,32.22
93.6,1.5599999999999998,54.71,11.975,3.871,1.996,32.98
93.7,1.5616666666666668,54.71,12.001,3.756,1.991,32.52
93.8,1.5633333333333332,54.71,11.98,4.172,2.101,32.97
93.9,1.5650000000000002,54.71,11.992,4.273,2.133,32.65
94.0,1.5666666666666667,54.71,11.993,4.314,2.081,33.26
94.1,1.5683333333333331,54.71,11.99,3.975,2.078,32.86
94.2,1.57,54.71,12.012,4.172,2.108,33.24
94.3,1.5716666666666665,54.71,11.979,4.631,2.408,32.92
94.4,1.5733333333333335,54.71,12.021,4.685,2.352,33.06
94.5,1.575,54.71,12.028,4.547,2.366,32.81
94.6,1.5766666666666667,54.71,11.981,4.426,2.335,32.73
94.7,1.5783333333333334,54.71,11.983,4.4,2.39,32.69
94.8,1.5799999999999998,54.71,11.984,4.746,2.422,33.27
94.9,1.5816666666666668,54.13,11.987,4.762,2.468,33.01
95.0,1.5833333333333333,54.13,11.959,4.657,2.345,33.17
95.1,1.585,54.13,11.96,4.872,2.576,33.13
95.2,1.5866666666666667,54.04,11.957,5.282,2.595,33.63
95.3,1.5883333333333334,54.04,11.968,4.982,2.648,33.57
95.4,1.59,54.04,11.946,5.051,2.605,33.61
95.5,1.5916666666666666,54.04,11.986,5.065,2.619,33.64
95.6,1.5933333333333333,54.04,11.961,4.956,2.513,33.32
95.7,1.595,54.04,11.975,4.853,2.54,33.47
95.8,1.5966666666666667,54.04,11.981,4.213,2.235,32.85
95.9,1.5983333333333334,54.04,11.937,4.348,2.314,32.79
96.0,1.6,54.04,11.949,4.904,2.503,33.02
96.1,1.6016666666666666,54.04,11.96,4.328,2.231,32.98
96.2,1.6033333333333333,54.04,11.942,4.425,2.269,33.12
96.3,1.605,53.48,11.945,4.361,2.31,33.42
96.4,1.6066666666666667,53.48,11.925,4.18,2.146,32.79
96.5,1.6083333333333334,53.48,11.96,4.354,2.237,33.38
96.6,1.6099999999999999,53.45,11.941,4.025,2.028,32.43
96.7,1.6116666666666668,53.45,11.955,3.639,1.952,32.57
96.8,1.6133333333333333,53.45,11.928,3.739,1.962,33.24
96.9,1.615,53.45,11.966,3.925,1.899,32.68
97.0,1.6166666666666667,53.45,11.915,3.84,1.993,32.49
97.1,1.6183333333333332,53.45,11.965,3.767,1.931,32.42
97.2,1.62,53.45,11.933,3.755,1.946,33.23
97.3,1.6216666666666666,53.45,11.91,3.36,1.8,32.75
97.4,1.6233333333333335,53.16,11.954,3.859,2.049,32.6
97.5,1.625,53.16,11.931,3.586,1.801,32.46
97.6,1.6266666666666665,53.16,11.945,3.401,1.768,31.85
97.7,1.6283333333333334,53.16,11.941,3.73,1.771,32.62
97.8,1.63,53.16,11.938,3.14,1.678,32.71
97.9,1.6316666666666668,53.16,11.956,3.031,1.647,31.77
98.0,1.6333333333333333,53.16,11.971,3.386,1.741,32.74
98.1,1.635,53.16,11.898,3.475,1.844,32.68
98.2,1.6366666666666667,53.16,11.958,3.816,1.861,33.13
98.3,1.6383333333333332,53.16,11.917,3.705,1.92,32.53
98.4,1.6400000000000001,53.16,11.965,3.668,1.836,32.71
98.5,1.6416666666666666,53.16,11.963,3.472,1.857,32.87
98.6,1.6433333333333333,52.76,11.929,4.188,2.116,33.09
98.7,1.645,52.7,11.909,3.928,1.973,32.99
98.8,1.6466666666666667,52.7,11.913,4.17,2.068,32.88
98.9,1.6483333333333334,52.7,11.879,4.151,2.125,32.9
99.0,1.65,52.7,11.908,4.351,2.217,32.93
99.1,1.6516666666666666,52.7,11.969,3.977,2.032,32.88
99.2,1.6533333333333333,52.7,11.924,4.259,2.139,33.03
99.3,1.655,52.12,11.909,4.172,2.179,32.91
99.4,1.6566666666666667,52.12,11.932,4.372,2.227,32.56
99.5,1.6583333333333334,52.12,11.897,4.001,2.095,32.51
99.6,1.66,52.12,11.904,4.554,2.317,33.19
99.7,1.6616666666666666,52.12,11.902,4.1,2.13,33.23
99.8,1.6633333333333333,52.12,11.91,4.581,2.422,33.0
99.9,1.665,52.12,11.886,4.678,2.478,33.15
100.0,1.6666666666666667,52.12,11.926,5.012,2.52,33.47
100.1,1.6683333333333332,52.12,11.883,4.455,2.413,33.39
100.2,1.6700000000000002,52.12,11.902,4.841,2.623,33.8
100.3,1.6716666666666666,51.73,11.89,4.9,2.514,33.49
100.4,1.6733333333333333,51.73,11.869,4.718,2.522,33.32
100.5,1.675,51.73,11.95,4.884,2.578,33.22
100.6,1.6766666666666665,51.73,11.888,4.966,2.626,33.56
100.7,1.6783333333333335,51.73,11.886,5.512,2.745,33.72
100.8,1.68,51.64,11.898,5.319,2.834,33.72
100.9,1.6816666666666669,51.64,11.928,4.958,2.636,33.24
101.0,1.6833333333333333,51.64,11.897,5.289,2.798,33.94
101.1,1.6849999999999998,51.64,11.883,5.638,2.951,33.77
101.2,1.6866666666666668,51.64,11.908,5.636,2.932,33.49
101.3,1.6883333333333332,51.33,11.888,5.51,2.993,33.79
101.4,1.6900000000000002,51.33,11.853,5.518,2.869,33.53
101.5,1.6916666666666667,51.33,11.909,6.118,3.103,34.31
101.6,1.6933333333333331,51.11,11.863,5.373,2.938,34.06
101.7,1.695,51.11,11.894,5.977,3.116,34.23
101.8,1.6966666666666665,51.11,11.938,6.235,3.246,34.21
101.9,1.6983333333333335,51.11,11.892,6.302,3.325,34.08
102.0,1.7,51.11,11.884,6.13,3.252,34.07
102.1,1.7016666666666667,51.11,11.894,5.99,3.319,34.64
102.2,1.7033333333333334,51.11,11.875,6.269,3.236,34.54
102.3,1.7049999999999998,51.11,11.931,6.17,3.283,33.96
102.4,1.7066666666666668,51.11,11.885,6.489,3.452,34.17
102.5,1.7083333333333333,51.11,11.875,6.559,3.396,34.55
102.6,1.71,51.11,11.858,6.179,3.422,34.25
102.7,1.7116666666666667,51.11,11.883,6.267,3.32,34.31
102.8,1.7133333333333334,51.11,11.859,6.554,3.435,34.62
102.9,1.715,51.11,11.867,6.623,3.465,34.23
103.0,1.7166666666666666,51.11,11.904,6.385,3.34,34.16
103.1,1.7183333333333333,51.11,11.89,6.58,3.353,34.74
103.2,1.72,50.6,11.851,6.633,3.5,34.6
103.3,1.7216666666666667,50.6,11.841,6.522,3.389,34.39
103.4,1.7233333333333334,50.6,11.892,6.408,3.342,34.36
103.5,1.725,50.6,11.876,5.998,3.265,34.3
103.6,1.7266666666666666,50.6,11.873,6.141,3.296,34.31
103.7,1.7283333333333333,50.3,11.846,6.519,3.316,34.29
103.8,1.73,50.3,11.874,6.452,3.436,34.13
103.9,1.7316666666666667,50.3,11.863,6.174,3.268,34.46
104.0,1.7333333333333334,50.19,11.86,6.353,3.451,34.06
104.1,1.7349999999999999,50.19,11.841,6.061,3.223,34.7
104.2,1.7366666666666668,50.19,11.821,6.009,3.259,33.87
104.3,1.7383333333333333,50.19,11.847,6.25,3.346,34.15
104.4,1.74,50.04,11.876,6.216,3.25,34.56
104.5,1.7416666666666667,50.04,11.878,5.947,3.193,34.49
104.6,1.7433333333333332,49.82,11.871,6.056,3.239,34.21
104.7,1.745,49.82,11.843,6.357,3.276,33.71
104.8,1.7466666666666666,49.82,11.875,5.924,3.093,34.09
104.9,1.7483333333333335,49.82,11.856,6.123,3.201,33.72
105.0,1.75,49.82,11.853,6.183,3.202,34.15
105.1,1.7516666666666665,49.82,11.841,5.938,3.169,34.35
105.2,1.7533333333333334,49.82,11.831,6.104,3.251,34.43
105.3,1.755,49.82,11.849,5.699,3.137,34.02
105.4,1.7566666666666668,49.82,11.834,6.046,3.143,34.27
105.5,1.7583333333333333,49.73,11.864,5.974,3.166,34.32
105.6,1.76,49.73,11.853,6.08,3.212,34.13
105.7,1.7616666666666667,49.73,11.874,5.796,3.126,33.96
105.8,1.7633333333333332,49.73,11.823,6.234,3.255,34.62
105.9,1.7650000000000001,49.4,11.854,5.868,3.052,34.23
106.0,1.7666666666666666,49.4,11.841,6.113,3.218,34.56
106.1,1.7683333333333333,49.38,11.826,5.575,3.036,34.03
106.2,1.77,49.38,11.845,5.747,3.082,34.13
106.3,1.7716666666666667,49.38,11.826,5.903,3.115,34.34
106.4,1.7733333333333334,49.16,11.822,6.032,3.241,34.39
106.5,1.775,49.16,11.882,5.995,3.138,34.62
106.6,1.7766666666666666,49.16,11.875,5.865,3.024,34.26
106.7,1.7783333333333333,49.16,11.787,5.881,3.151,34.01
106.8,1.78,49.16,11.829,5.715,3.021,33.93
106.9,1.7816666666666667,49.16,11.828,5.554,2.965,33.7
107.0,1.7833333333333334,48.67,11.825,5.921,3.054,34.21
107.1,1.785,48.67,11.825,5.837,3.016,33.93
107.2,1.7866666666666666,48.67,11.817,6.155,3.075,33.97
107.3,1.7883333333333333,48.65,11.824,5.603,2.946,34.13
107.4,1.79,48.65,11.822,5.607,3.01,34.34
107.5,1.7916666666666667,48.65,11.826,5.787,3.021,33.68
107.6,1.7933333333333332,48.65,11.809,5.641,2.983,34.24
107.7,1.7950000000000002,48.63,11.824,5.631,2.949,34.04
107.8,1.7966666666666666,48.63,11.802,5.643,2.886,33.74
107.9,1.7983333333333333,48.38,11.78,5.673,3.004,33.85
108.0,1.8,48.38,11.795,5.666,2.933,33.97
108.1,1.8016666666666665,48.38,11.851,5.36,2.952,34.41
108.2,1.8033333333333335,48.09,11.765,5.602,2.875,34.04
108.3,1.805,48.09,11.801,5.526,2.894,34.33
108.4,1.8066666666666669,48.09,11.798,5.312,2.801,33.66
108.5,1.8083333333333333,48.09,11.791,5.426,2.881,34.14
108.6,1.8099999999999998,48.09,11.74,5.736,2.925,34.27
108.7,1.8116666666666668,48.09,11.807,5.391,2.862,33.69
108.8,1.8133333333333332,47.84,11.768,5.697,2.914,33.9
108.9,1.8150000000000002,47.84,11.786,5.388,2.86,33.99
109.0,1.8166666666666667,47.84,11.8,5.589,2.935,33.59
109.1,1.8183333333333331,47.84,11.819,5.385,2.801,33.86
109.2,1.82,47.84,11.814,5.359,2.675,33.53
109.3,1.8216666666666665,47.84,11.782,5.427,2.831,33.89
109.4,1.8233333333333335,47.49,11.815,5.323,2.774,33.94
109.5,1.825,47.49,11.784,5.152,2.7,33.9
109.6,1.8266666666666667,47.49,11.779,5.341,2.82,33.95
109.7,1.8283333333333334,47.49,11.792,5.231,2.779,33.73
109.8,1.8299999999999998,47.49,11.777,5.53,2.784,33.83
109.9,1.8316666666666668,47.49,11.776,5.36,2.712,33.65
110.0,1.8333333333333333,47.32,11.783,5.16,2.745,33.59
110.1,1.835,47.32,11.771,5.253,2.74,33.69
110.2,1.8366666666666667,47.32,11.774,5.294,2.852,33.7
110.3,1.8383333333333334,47.32,11.776,5.177,2.646,33.8
110.4,1.84,47.32,11.798,5.226,2.69,33.62
110.5,1.8416666666666666,47.32,11.791,5.194,2.71,33.37
110.6,1.8433333333333333,47.14,11.774,4.765,2.534,33.68
110.7,1.845,47.14,11.745,4.954,2.534,33.44
110.8,1.8466666666666667,47.06,11.812,5.462,2.826,33.52
110.9,1.8483333333333334,47.06,11.735,4.783,2.501,33.3
111.0,1.85,47.06,11.798,5.213,2.679,33.7
111.1,1.8516666666666666,46.61,11.784,4.741,2.556,33.45
111.2,1.8533333333333333,46.61,11.757,4.825,2.553,33.61
111.3,1.855,46.61,11.737,4.59,2.446,33.9
111.4,1.8566666666666667,46.61,11.806,4.856,2.523,33.25
111.5,1.8583333333333334,46.61,11.744,5.268,2.648,34.23
111.6,1.8599999999999999,46.61,11.761,4.743,2.464,33.56
111.7,1.8616666666666668,46.61,11.723,5.142,2.613,33.68
111.8,1.8633333333333333,46.61,11.749,4.944,2.581,33.08
111.9,1.865,46.61,11.766,5.127,2.708,33.68
112.0,1.8666666666666667,46.38,11.728,4.921,2.499,33.79
112.1,1.8683333333333332,46.38,11.732,5.115,2.638,33.48
112.2,1.87,46.38,11.765,5.156,2.602,33.39
112.3,1.8716666666666666,46.38,11.756,4.923,2.503,33.31
112.4,1.8733333333333335,46.38,11.711,4.5,2.387,33.42
112.5,1.875,45.96,11.728,4.739,2.635,33.53
112.6,1.8766666666666665,45.96,11.729,4.637,2.4,33.86
112.7,1.8783333333333334,45.96,11.782,4.598,2.465,33.32
112.8,1.88,45.96,11.732,4.755,2.568,33.74
112.9,1.8816666666666668,45.96,11.741,4.77,2.581,33.24
113.0,1.8833333333333333,45.96,11.717,4.578,2.419,33.38
113.1,1.885,45.96,11.752,4.738,2.478,33.81
113.2,1.8866666666666667,45.96,11.735,4.72,2.455,33.45
113.3,1.8883333333333332,45.91,11.726,5.162,2.564,33.92
113.4,1.8900000000000001,45.91,11.719,4.952,2.665,33.35
113.5,1.8916666666666666,45.91,11.755,4.461,2.312,33.14
113.6,1.8933333333333333,45.91,11.747,4.699,2.526,33.38
113.7,1.895,45.91,11.708,4.175,2.219,32.92
113.8,1.8966666666666667,45.91,11.754,4.706,2.443,33.41
113.9,1.8983333333333334,45.67,11.752,4.576,2.348,33.81
114.0,1.9,45.67,11.749,4.808,2.59,33.53
114.1,1.9016666666666666,45.67,11.776,4.827,2.438,33.66
114.2,1.9033333333333333,45.67,11.721,4.438,2.361,33.76
114.3,1.905,45.66,11.733,4.689,2.374,33.53
114.4,1.9066666666666667,45.66,11.739,4.546,2.362,33.4
114.5,1.9083333333333334,45.66,11.735,4.761,2.418,33.45
114.6,1.91,45.65,11.724,4.661,2.384,33.79
114.7,1.9116666666666666,45.65,11.731,4.665,2.444,33.74
114.8,1.9133333333333333,45.65,11.725,4.874,2.509,34.16
114.9,1.915,45.65,11.741,4.525,2.436,33.95
115.0,1.9166666666666667,45.29,11.738,4.242,2.277,32.89
115.1,1.9183333333333332,45.13,11.694,4.288,2.239,33.49
115.2,1.9200000000000002,45.13,11.722,4.611,2.303,34.02
115.3,1.9216666666666666,45.13,11.737,4.607,2.442,33.57
115.4,1.9233333333333333,45.13,11.723,4.415,2.326,33.42
115.5,1.925,45.13,11.688,4.628,2.293,33.22
115.6,1.9266666666666665,45.13,11.722,4.54,2.352,33.75
115.7,1.9283333333333335,45.09,11.71,4.301,2.222,33.07
115.8,1.93,44.68,11.695,4.204,2.239,33.31
115.9,1.9316666666666669,44.68,11.711,4.565,2.365,33.4
116.0,1.9333333333333333,44.54,11.702,4.502,2.295,33.56
116.1,1.9349999999999998,44.54,11.69,4.392,2.277,33.27
116.2,1.9366666666666668,44.54,11.723,4.592,2.333,33.4
116.3,1.9383333333333332,44.54,11.709,4.399,2.255,33.65
116.4,1.9400000000000002,44.54,11.735,4.461,2.242,33.42
116.5,1.9416666666666667,44.54,11.717,4.457,2.254,33.65
116.6,1.9433333333333331,44.54,11.721,4.485,2.334,33.28
116.7,1.945,44.54,11.693,4.517,2.285,33.84
116.8,1.9466666666666665,44.54,11.71,4.438,2.179,33.55
116.9,1.9483333333333335,44.1,11.692,4.377,2.244,33.69
117.0,1.95,43.91,11.719,4.321,2.315,33.55
117.1,1.9516666666666667,43.91,11.722,4.656,2.407,33.16
117.2,1.9533333333333334,43.91,11.719,4.165,2.16,32.62
117.3,1.9549999999999998,43.91,11.703,4.703,2.273,33.85
117.4,1.9566666666666668,43.91,11.692,4.387,2.22,33.28
117.5,1.9583333333333333,43.91,11.711,4.309,2.301,33.25
117.6,1.96,43.73,11.689,4.355,2.265,33.17
117.7,1.9616666666666667,43.73,11.702,4.69,2.342,33.44
117.8,1.9633333333333334,43.73,11.717,4.228,2.26,33.38
117.9,1.965,43.73,11.722,4.145,2.169,33.48
118.0,1.9666666666666666,43.73,11.703,4.195,2.164,33.22
118.1,1.9683333333333333,43.73,11.667,4.303,2.234,32.81
118.2,1.97,43.73,11.684,4.238,2.228,33.47
118.3,1.9716666666666667,43.73,11.642,4.603,2.382,33.61
118.4,1.9733333333333334,43.69,11.695,4.304,2.319,33.2
118.5,1.975,43.69,11.701,3.983,2.085,32.84
118.6,1.9766666666666666,43.23,11.661,4.19,2.202,32.96
118.7,1.9783333333333333,43.23,11.672,3.973,2.062,33.48
118.8,1.98,43.15,11.651,3.917,2.03,32.98
118.9,1.9816666666666667,43.15,11.689,4.288,2.216,33.66
119.0,1.9833333333333334,43.15,11.662,4.208,2.195,33.25
119.1,1.9849999999999999,43.15,11.687,3.961,2.063,33.38
119.2,1.9866666666666668,43.15,11.658,4.43,2.272,33.21
119.3,1.9883333333333333,43.14,11.67,4.107,2.056,32.94
119.4,1.99,43.14,11.641,4.077,2.036,33.19
119.5,1.9916666666666667,43.14,11.678,4.076,2.176,32.8
119.6,1.9933333333333332,43.14,11.671,4.171,2.135,32.96
119.7,1.995,42.57,11.627,4.166,2.099,33.41
119.8,1.9966666666666666,42.57,11.678,4.048,2.101,33.62
119.9,1.9983333333333335,42.54,11.642,4.168,2.119,33.34
120.0,2.0,42.54,11.673,4.023,2.084,32.8
120.1,2.0016666666666665,42.54,11.664,4.08,2.076,32.99
120.2,2.0033333333333334,42.54,11.651,3.593,1.933,33.0
120.3,2.005,42.54,11.65,3.901,1.971,33.11
120.4,2.006666666666667,42.54,11.615,4.059,2.122,33.84
120.5,2.0083333333333333,42.54,11.651,3.829,2.011,33.58
120.6,2.01,42.54,11.646,4.051,2.106,33.17
120.7,2.0116666666666667,42.54,11.658,4.295,2.155,33.91
120.8,2.013333333333333,42.06,11.648,4.051,2.022,33.0
120.9,2.015,42.06,11.621,4.049,2.068,33.01
121.0,2.0166666666666666,42.06,11.641,4.371,2.206,33.8
121.1,2.018333333333333,42.06,11.616,4.01,2.09,32.96
121.2,2.02,42.06,11.664,4.064,2.176,33.12
121.3,2.0216666666666665,42.06,11.643,3.935,2.145,33.58
121.4,2.0233333333333334,42.06,11.652,4.033,2.077,33.14
121.5,2.025,41.98,11.688,3.884,2.003,33.5
121.6,2.0266666666666664,41.86,11.64,3.791,1.939,33.28
121.7,2.0283333333333333,41.68,11.642,3.746,1.912,32.97
121.8,2.03,41.68,11.624,4.104,2.034,33.45
121.9,2.0316666666666667,41.68,11.615,3.835,2.027,33.42
122.0,2.033333333333333,41.41,11.614,3.749,1.97,33.29
122.1,2.0349999999999997,41.41,11.655,4.21,2.046,33.15
122.2,2.0366666666666666,41.41,11.589,3.853,1.924,33.38
122.3,2.038333333333333,41.41,11.608,3.961,2.056,32.62
122.4,2.04,41.41,11.595,3.588,1.965,32.91
122.5,2.0416666666666665,41.41,11.639,3.71,1.953,33.08
122.6,2.0433333333333334,41.22,11.6,3.764,1.95,33.33
122.7,2.045,41.22,11.637,3.772,1.937,33.45
122.8,2.0466666666666664,41.22,11.632,4.168,2.138,33.0
122.9,2.0483333333333333,41.22,11.6,3.517,1.804,32.81
123.0,2.05,41.22,11.59,3.929,1.942,33.17
123.1,2.0516666666666667,41.22,11.608,3.793,2.022,33.0
123.2,2.0533333333333332,41.04,11.628,3.815,1.974,33.23
123.3,2.055,41.04,11.59,3.611,1.887,33.18
123.4,2.0566666666666666,41.04,11.62,4.069,2.045,33.46
123.5,2.058333333333333,41.04,11.605,3.583,1.814,32.91
123.6,2.06,41.04,11.582,3.612,1.79,33.82
123.7,2.0616666666666665,41.04,11.635,3.797,1.94,32.84
123.8,2.0633333333333335,40.64,11.597,3.925,1.766,33.16
123.9,2.065,40.64,11.594,3.406,1.68,33.29
124.0,2.066666666666667,40.64,11.597,3.678,1.929,33.27
124.1,2.0683333333333334,40.49,11.578,3.728,1.907,33.3
124.2,2.07,40.38,11.584,3.655,1.893,33.38
124.3,2.0716666666666668,40.38,11.595,3.597,1.783,32.98
124.4,2.0733333333333333,40.38,11.588,3.697,1.825,33.12
124.5,2.075,40.38,11.59,3.44,1.721,33.22
124.6,2.0766666666666667,40.38,11.592,3.74,1.925,33.53
124.7,2.0783333333333336,40.38,11.568,3.524,1.838,32.67
124.8,2.08,40.38,11.588,3.768,1.822,33.01
124.9,2.0816666666666666,40.38,11.588,3.301,1.594,32.87
125.0,2.0833333333333335,40.38,11.575,3.191,1.803,33.03
125.1,2.085,40.38,11.558,3.628,1.846,32.75
125.2,2.086666666666667,40.23,11.581,3.457,1.812,33.2
125.3,2.0883333333333334,40.23,11.541,3.43,1.765,32.78
125.4,2.0900000000000003,40.23,11.562,3.543,1.69,33.21
125.5,2.091666666666667,40.23,11.592,3.133,1.651,32.84
125.6,2.0933333333333333,40.23,11.612,3.259,1.714,33.23
125.7,2.095,40.23,11.574,3.625,1.685,32.82
125.8,2.0966666666666667,40.23,11.595,3.231,1.661,32.98
125.9,2.0983333333333336,40.1,11.595,3.16,1.606,32.73
126.0,2.1,39.86,11.593,3.591,1.753,32.88
126.1,2.1016666666666666,39.86,11.606,2.961,1.513,32.92
126.2,2.1033333333333335,39.86,11.596,3.17,1.592,32.56
126.3,2.105,39.86,11.581,3.093,1.536,32.95
126.4,2.106666666666667,39.8,11.596,3.443,1.653,32.71
126.5,2.1083333333333334,39.8,11.566,3.116,1.673,32.48
126.6,2.11,39.3,11.565,3.162,1.646,32.98
126.7,2.111666666666667,39.3,11.559,3.155,1.595,33.35
126.8,2.1133333333333333,39.29,11.538,2.947,1.41,32.8
126.9,2.115,39.29,11.567,3.241,1.677,32.62
127.0,2.1166666666666667,39.29,11.586,3.127,1.54,32.87
127.1,2.118333333333333,39.29,11.586,2.898,1.478,32.58
127.2,2.12,39.29,11.567,2.909,1.476,32.49
127.3,2.1216666666666666,39.29,11.534,3.036,1.435,32.79
127.4,2.1233333333333335,39.13,11.549,2.943,1.484,32.82
127.5,2.125,38.72,11.553,3.289,1.463,33.1
127.6,2.1266666666666665,38.72,11.538,2.859,1.397,32.38
127.7,2.1283333333333334,38.72,11.54,2.611,1.209,32.9
127.8,2.13,38.72,11.58,2.908,1.399,32.59
127.9,2.131666666666667,38.72,11.567,2.684,1.428,32.13
128.0,2.1333333333333333,38.72,11.518,2.672,1.42,32.31
128.1,2.135,38.72,11.599,2.796,1.354,32.63
128.2,2.1366666666666663,38.72,11.573,2.67,1.391,32.31
128.3,2.1383333333333336,38.7,11.548,2.798,1.425,32.66
128.4,2.14,38.7,11.571,2.586,1.293,32.25
128.5,2.1416666666666666,38.7,11.555,2.774,1.436,32.85
128.6,2.143333333333333,38.7,11.544,2.512,1.15,32.48
128.7,2.145,38.7,11.585,2.542,1.193,32.39
128.8,2.146666666666667,38.52,11.53,2.499,1.21,32.68
128.9,2.1483333333333334,38.42,11.529,2.302,1.075,32.08
129.0,2.15,38.42,11.581,2.312,1.178,32.28
129.1,2.1516666666666664,38.42,11.563,2.828,1.346,32.78
129.2,2.1533333333333333,38.38,11.559,2.598,1.334,32.59
129.3,2.1550000000000002,38.36,11.538,2.701,1.23,32.57
129.4,2.1566666666666667,38.36,11.529,2.646,1.348,32.74
129.5,2.158333333333333,38.36,11.576,2.425,1.217,32.26
129.6,2.1599999999999997,38.36,11.509,2.503,1.146,32.44
129.7,2.1616666666666666,37.94,11.543,2.526,1.194,32.24
129.8,2.1633333333333336,37.94,11.538,2.258,1.151,32.28
129.9,2.165,37.94,11.518,2.549,1.209,32.18
130.0,2.1666666666666665,37.94,11.551,2.132,1.018,31.93
130.1,2.1683333333333334,37.94,11.551,2.473,1.206,32.43
130.2,2.17,37.94,11.52,2.314,1.078,32.08
130.3,2.171666666666667,37.94,11.54,2.481,1.171,32.63
130.4,2.1733333333333333,37.94,11.506,2.163,0.967,32.49
130.5,2.175,37.94,11.541,2.239,1.045,32.44
130.6,2.1766666666666667,37.29,11.477,2.27,1.073,32.5
130.7,2.1783333333333332,37.29,11.497,2.316,1.126,32.47
130.8,2.18,37.29,11.507,2.181,0.945,31.88
130.9,2.1816666666666666,37.29,11.496,2.301,1.164,32.06
131.0,2.183333333333333,37.29,11.527,2.432,1.057,32.5
131.1,2.185,37.11,11.514,2.298,0.964,32.07
131.2,2.1866666666666665,37.11,11.512,2.526,1.092,32.31
131.3,2.1883333333333335,37.11,11.482,2.067,0.991,32.19
131.4,2.19,37.11,11.519,2.467,1.063,32.52
131.5,2.191666666666667,37.11,11.488,2.498,1.144,32.07
131.6,2.1933333333333334,37.11,11.494,2.243,1.008,32.32
131.7,2.195,36.81,11.478,2.302,0.892,32.56
131.8,2.1966666666666668,36.81,11.484,1.923,0.888,32.22
