Time_s,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
3989.7,48.21,11.737,2.801,1.359,32.14
3993.3,48.16,11.77,2.337,1.174,31.99
3996.8,48.11,11.745,2.626,1.296,31.78
4000.4,48.05,11.751,2.569,1.342,31.91
4003.9,48.0,11.717,2.606,1.36,31.65
4007.4,47.94,11.709,2.876,1.445,31.83
4011.0,47.89,11.743,2.385,1.214,31.6
4014.5,47.84,11.754,2.588,1.253,31.93
4018.1,47.78,11.74,2.652,1.292,31.58
4021.6,47.73,11.763,2.291,1.286,31.69
4025.2,47.67,11.757,2.623,1.35,31.84
4028.7,47.62,11.704,2.931,1.477,32.05
4032.2,47.57,11.74,2.85,1.441,31.49
4035.8,47.51,11.731,2.779,1.413,31.54
4039.3,47.46,11.705,2.917,1.479,31.77
4042.9,47.4,11.738,2.885,1.373,31.89
4046.4,47.35,11.708,2.641,1.218,31.88
4050.0,47.3,11.722,2.458,1.093,31.83
4053.5,47.24,11.703,2.971,1.414,32.37
4057.0,47.19,11.71,2.973,1.488,32.1
4060.6,47.13,11.713,2.755,1.463,32.02
4064.1,47.08,11.665,3.057,1.577,31.91
4067.7,47.02,11.696,2.953,1.533,32.13
4071.2,46.97,11.704,2.856,1.402,32.08
4074.8,46.92,11.717,3.267,1.556,32.22
4078.3,46.86,11.711,3.049,1.559,31.99
4081.8,46.81,11.698,2.935,1.542,32.1
4085.4,46.75,11.651,3.388,1.686,32.44
4088.9,46.7,11.657,3.606,1.876,32.06
4092.5,46.65,11.637,3.542,1.808,31.76
4096.0,46.59,11.662,3.444,1.686,32.32
4099.6,46.54,11.678,3.184,1.549,32.22
4103.1,46.48,11.693,2.717,1.455,31.86
4106.7,46.43,11.697,2.785,1.354,31.85
4110.2,46.38,11.677,2.95,1.502,32.54
4113.7,46.32,11.675,2.901,1.513,31.89
4117.3,46.27,11.687,3.194,1.548,31.84
4120.8,46.21,11.669,3.237,1.697,32.01
4124.4,46.16,11.661,3.119,1.595,32.16
4127.9,46.1,11.676,2.723,1.388,31.81
4131.5,46.05,11.69,2.702,1.375,31.84
4135.0,46.0,11.69,2.769,1.366,32.01
4138.5,45.94,11.677,3.036,1.421,31.96
4142.1,45.89,11.661,3.429,1.642,32.21
4145.6,45.83,11.618,3.872,1.972,32.33
4149.2,45.78,11.588,3.949,2.022,32.16
4152.7,45.72,11.642,3.802,2.034,32.33
4156.3,45.67,11.622,3.895,1.963,32.12
4159.8,45.62,11.627,3.695,1.865,32.47
4163.3,45.56,11.653,3.362,1.675,31.99
4166.9,45.51,11.626,3.093,1.598,32.03
4170.4,45.45,11.638,3.137,1.589,31.74
4174.0,45.4,11.626,3.275,1.713,32.06
4177.5,45.34,11.67,2.944,1.493,31.79
4181.1,45.29,11.634,2.922,1.51,32.32
4184.6,45.24,11.646,2.919,1.524,32.0
4188.1,45.18,11.669,2.966,1.451,32.15
4191.7,45.13,11.669,2.711,1.292,31.61
4195.2,45.07,11.675,2.339,1.162,31.59
4198.8,45.02,11.686,2.681,1.359,31.92
4202.3,44.96,11.649,2.49,1.232,31.62
4205.9,44.91,11.64,3.04,1.48,32.31
4209.4,44.86,11.657,2.566,1.301,31.84
4212.9,44.8,11.642,2.967,1.494,32.09
4216.5,44.75,11.629,2.97,1.53,32.13
4220.0,44.69,11.603,3.243,1.574,32.13
4223.6,44.64,11.596,3.584,1.833,32.44
4227.1,44.58,11.571,3.605,1.82,32.16
4230.7,44.53,11.63,3.038,1.517,32.17
4234.2,44.47,11.614,3.07,1.581,32.35
4237.8,44.42,11.629,3.099,1.555,32.17
4241.3,44.36,11.595,3.311,1.719,32.22
4244.8,44.31,11.614,2.917,1.545,32.0
4248.4,44.26,11.619,3.064,1.587,32.13
4251.9,44.2,11.625,3.135,1.734,32.28
4255.5,44.15,11.563,3.333,1.678,32.17
4259.0,44.09,11.6,3.232,1.608,31.85
4262.6,44.04,11.586,3.561,1.788,32.33
4266.1,43.98,11.563,3.417,1.734,32.22
4269.6,43.93,11.584,3.17,1.589,32.26
4273.2,43.87,11.589,3.438,1.785,32.27
4276.7,43.82,11.577,3.249,1.695,32.51
4280.3,43.76,11.582,3.192,1.732,31.94
4283.8,43.71,11.611,3.247,1.735,32.01
4287.4,43.65,11.564,3.351,1.71,32.37
4290.9,43.6,11.578,3.108,1.474,31.95
4294.4,43.54,11.57,2.87,1.382,32.14
4298.0,43.49,11.595,2.728,1.404,32.03
4301.5,43.44,11.594,2.671,1.325,31.62
4305.1,43.38,11.621,2.928,1.478,32.23
4308.6,43.33,11.621,2.771,1.408,32.32
4312.2,43.27,11.599,2.496,1.313,32.0
4315.7,43.22,11.622,2.886,1.505,31.82
4319.2,43.16,11.62,2.606,1.385,32.15
4322.8,43.11,11.59,2.847,1.473,31.88
4326.3,43.05,11.612,2.697,1.346,32.01
4329.9,43.0,11.606,2.656,1.343,32.1
4333.4,42.94,11.582,2.755,1.42,31.91
4337.0,42.89,11.569,2.697,1.355,31.71
4340.5,42.83,11.576,2.766,1.407,32.04
4344.1,42.78,11.566,3.131,1.537,32.19
4347.6,42.72,11.563,3.06,1.589,32.01
4351.1,42.66,11.521,3.635,1.8,32.22
4354.7,42.61,11.53,3.89,1.994,32.61
4358.2,42.55,11.499,3.877,2.02,32.45
4361.8,42.5,11.562,3.283,1.705,32.17
4365.3,42.44,11.533,3.391,1.722,32.18
4368.9,42.39,11.564,3.003,1.589,32.2
4372.4,42.33,11.517,3.443,1.707,32.34
4375.9,42.28,11.527,3.529,1.826,32.32
4379.5,42.22,11.523,3.382,1.734,32.03
4383.0,42.17,11.519,3.187,1.667,32.17
4386.6,42.11,11.53,3.393,1.741,32.19
4390.1,42.06,11.536,3.254,1.677,32.28
4393.7,42.0,11.553,3.164,1.696,32.46
4397.2,41.95,11.531,3.369,1.69,32.5
4400.7,41.89,11.479,3.89,1.941,32.62
4404.3,41.83,11.485,3.859,2.049,32.51
4407.8,41.78,11.457,3.838,1.963,32.42
4411.4,41.72,11.495,3.52,1.797,32.44
4414.9,41.67,11.537,3.385,1.73,32.23
4418.5,41.61,11.515,3.783,1.991,32.4
4422.0,41.56,11.513,3.606,1.958,32.24
4425.5,41.5,11.495,3.765,1.912,32.46
4429.1,41.44,11.514,3.493,1.818,32.36
4432.6,41.39,11.47,4.171,2.103,32.97
4436.2,41.33,11.439,4.105,2.238,32.7
4439.7,41.28,11.446,4.179,2.236,32.55
4443.3,41.22,11.474,4.193,2.27,32.78
4446.8,41.16,11.466,4.294,2.141,32.57
4450.3,41.11,11.471,3.952,2.141,32.74
4453.9,41.05,11.466,3.869,2.058,32.67
4457.4,41.0,11.469,3.784,1.96,33.06
4461.0,40.94,11.443,4.143,2.111,32.41
4464.5,40.88,11.451,3.89,2.173,32.52
4468.1,40.83,11.428,3.996,2.081,32.55
4471.6,40.77,11.465,3.863,2.006,32.59
4475.2,40.71,11.462,3.74,2.017,32.63
4478.7,40.66,11.46,3.804,1.898,32.32
4482.2,40.6,11.521,3.243,1.698,32.18
4485.8,40.55,11.491,3.432,1.805,32.44
4489.3,40.49,11.499,2.948,1.523,32.41
4492.9,40.43,11.495,3.306,1.735,32.13
4496.4,40.38,11.473,3.131,1.606,31.99
4500.0,40.32,11.515,3.042,1.437,32.48
4503.5,40.26,11.511,2.874,1.472,32.36
4507.0,40.21,11.495,3.003,1.545,32.46
4510.6,40.15,11.489,3.265,1.634,32.15
4514.1,40.09,11.502,3.236,1.675,32.3
4517.7,40.04,11.48,3.105,1.55,32.33
4521.2,39.98,11.454,3.372,1.703,32.47
4524.8,39.92,11.492,3.485,1.824,32.4
4528.3,39.87,11.471,3.293,1.686,32.35
4531.8,39.81,11.492,3.27,1.695,32.55
4535.4,39.75,11.456,3.308,1.738,32.29
4538.9,39.69,11.466,3.378,1.735,32.29
4542.5,39.64,11.455,3.281,1.576,32.28
4546.0,39.58,11.49,2.991,1.516,32.17
4549.6,39.52,11.486,2.803,1.358,32.23
4553.1,39.47,11.504,2.368,1.168,32.01
4556.6,39.41,11.522,2.603,1.245,32.05
4560.2,39.35,11.492,2.766,1.337,32.47
4563.7,39.29,11.444,2.956,1.452,32.32
4567.3,39.24,11.48,2.773,1.458,32.14
4570.8,39.18,11.44,3.248,1.546,32.62
4574.4,39.12,11.398,3.829,1.914,32.47
4577.9,39.06,11.405,3.842,1.987,32.58
4581.4,39.01,11.385,4.189,2.169,32.69
4585.0,38.95,11.399,4.049,2.244,32.55
4588.5,38.89,11.381,4.11,2.09,32.61
4592.1,38.83,11.388,3.706,1.903,32.56
4595.6,38.77,11.417,3.528,1.885,32.21
4599.2,38.72,11.446,3.36,1.741,32.35
4602.7,38.66,11.4,3.539,1.775,32.54
4606.3,38.6,11.447,3.218,1.647,32.44
4609.8,38.54,11.449,3.121,1.591,32.41
4613.3,38.48,11.434,3.109,1.609,32.8
4616.9,38.43,11.456,2.914,1.512,32.41
4620.4,38.37,11.438,2.914,1.502,32.26
4624.0,38.31,11.425,3.192,1.67,32.36
4627.5,38.25,11.413,3.212,1.569,32.39
4631.1,38.19,11.397,3.81,1.84,32.69
4634.6,38.14,11.407,3.849,2.059,32.56
4638.1,38.08,11.38,3.763,1.944,32.88
4641.7,38.02,11.387,4.072,2.118,32.49
4645.2,37.96,11.338,4.048,2.188,32.82
4648.8,37.9,11.344,4.215,2.182,32.85
4652.3,37.84,11.37,3.726,1.964,32.37
4655.9,37.78,11.414,3.649,1.98,32.68
4659.4,37.73,11.369,3.8,1.855,32.72
4662.9,37.67,11.431,3.074,1.623,32.24
4666.5,37.61,11.379,3.214,1.653,32.86
4670.0,37.55,11.424,2.968,1.6,32.47
4673.6,37.49,11.405,3.36,1.692,32.41
4677.1,37.43,11.382,3.57,1.85,32.46
4680.7,37.37,11.343,3.53,1.86,32.39
4684.2,37.31,11.383,3.554,1.949,32.6
4687.7,37.25,11.4,3.396,1.739,32.51
4691.3,37.19,11.409,3.348,1.766,32.21
4694.8,37.14,11.397,3.276,1.742,32.26
4698.4,37.08,11.344,3.621,1.836,32.44
4701.9,37.02,11.342,3.991,2.029,32.63
4705.5,36.96,11.365,3.861,2.045,32.6
4709.0,36.9,11.354,3.582,1.858,32.44
4712.6,36.84,11.37,3.635,1.945,32.71
4716.1,36.78,11.344,3.777,1.989,32.82
4719.6,36.72,11.349,3.802,1.977,32.67
4723.2,36.66,11.354,3.861,1.911,32.26
4726.7,36.6,11.311,4.174,2.1,32.76
4730.3,36.54,11.355,4.314,2.247,32.95
4733.8,36.48,11.306,4.416,2.303,32.86
4737.4,36.42,11.33,4.035,2.17,32.8
4740.9,36.36,11.306,4.138,2.165,32.8
4744.4,36.3,11.319,4.09,2.215,32.49
4748.0,36.24,11.321,3.942,2.129,32.24
4751.5,36.18,11.28,4.308,2.171,32.97
4755.1,36.12,11.313,3.708,1.797,32.54
4758.6,36.06,11.36,3.347,1.649,32.6
4762.2,36.0,11.367,3.111,1.633,32.38
4765.7,35.94,11.333,3.013,1.467,32.37
4769.2,35.88,11.36,2.65,1.361,32.54
4772.8,35.82,11.37,2.914,1.519,32.15
4776.3,35.76,11.39,2.618,1.354,32.27
4779.9,35.7,11.394,2.689,1.305,32.09
4783.4,35.64,11.371,2.574,1.268,32.28
4787.0,35.58,11.408,2.396,1.208,32.29
4790.5,35.52,11.404,2.201,1.138,32.26
4794.0,35.46,11.381,2.502,1.252,32.27
4797.6,35.4,11.371,2.742,1.308,32.07
4801.1,35.34,11.381,2.824,1.361,32.41
4804.7,35.28,11.348,3.238,1.617,32.68
4808.2,35.22,11.351,3.235,1.665,32.7
4811.8,35.16,11.337,3.045,1.586,32.85
4815.3,35.1,11.329,3.252,1.665,32.63
4818.8,35.04,11.312,3.293,1.685,32.34
4822.4,34.97,11.323,3.229,1.626,32.42
4825.9,34.91,11.335,3.026,1.522,32.46
4829.5,34.85,11.328,3.106,1.664,32.68
4833.0,34.79,11.342,3.13,1.562,32.27
4836.6,34.73,11.357,2.78,1.444,32.54
4840.1,34.67,11.337,3.174,1.556,32.63
4843.7,34.61,11.306,3.506,1.754,32.46
4847.2,34.55,11.312,3.6,1.879,32.78
4850.7,34.49,11.286,3.763,1.948,32.57
4854.3,34.43,11.278,4.095,2.116,32.84
4857.8,34.37,11.283,3.864,2.084,32.7
4861.4,34.31,11.279,3.95,2.145,32.84
4864.9,34.24,11.262,4.002,1.988,32.59
4868.5,34.18,11.269,3.573,1.735,32.76
4872.0,34.12,11.285,3.222,1.627,32.13
4875.5,34.06,11.35,2.962,1.501,32.38
4879.1,34.0,11.304,3.306,1.721,32.47
4882.6,33.94,11.305,3.27,1.678,32.87
4886.2,33.88,11.272,3.639,1.875,32.8
4889.7,33.82,11.28,3.396,1.705,32.52
4893.3,33.76,11.33,3.37,1.722,32.44
4896.8,33.69,11.258,3.547,1.854,32.68
4900.3,33.63,11.302,3.05,1.6,32.38
4903.9,33.57,11.288,3.249,1.658,33.0
4907.4,33.51,11.282,3.045,1.499,31.98
4911.0,33.45,11.282,2.988,1.455,32.5
4914.5,33.39,11.266,3.355,1.648,32.15
4918.1,33.33,11.291,2.997,1.538,32.69
4921.6,33.27,11.272,3.252,1.64,32.43
4925.1,33.21,11.299,3.108,1.608,32.84
4928.7,33.14,11.277,2.947,1.438,32.38
4932.2,33.08,11.293,3.045,1.504,32.72
4935.8,33.02,11.302,3.133,1.567,32.59
4939.3,32.96,11.301,2.968,1.481,32.72
4942.9,32.9,11.271,2.938,1.479,32.49
4946.4,32.84,11.244,2.902,1.413,31.91
4950.0,32.78,11.294,2.988,1.542,32.37
4953.5,32.72,11.281,3.083,1.537,32.25
4957.0,32.66,11.25,3.307,1.667,32.8
4960.6,32.59,11.287,3.117,1.607,32.66
4964.1,32.53,11.279,2.801,1.493,32.45
4967.7,32.47,11.261,3.194,1.613,32.68
4971.2,32.41,11.239,3.253,1.615,32.65
4974.8,32.35,11.284,2.804,1.343,32.35
4978.3,32.29,11.273,2.778,1.391,32.82
4981.8,32.23,11.277,2.66,1.322,32.46
4985.4,32.17,11.262,3.271,1.614,32.59
4988.9,32.11,11.253,3.175,1.595,32.32
4992.5,32.04,11.216,3.335,1.659,32.54
4996.0,31.98,11.223,3.741,1.944,32.8
4999.6,31.92,11.238,3.497,1.854,32.68
5003.1,31.86,11.213,3.472,1.795,32.62
5006.6,31.8,11.199,3.789,1.866,32.81
5010.2,31.74,11.247,3.061,1.586,32.36
5013.7,31.68,11.23,3.247,1.648,32.64
5017.3,31.62,11.228,3.334,1.65,32.38
5020.8,31.56,11.26,2.913,1.452,32.36
5024.4,31.5,11.253,2.711,1.399,32.32
5027.9,31.44,11.286,2.767,1.432,32.64
5031.4,31.38,11.227,3.023,1.513,32.66
5035.0,31.32,11.201,3.48,1.724,32.75
5038.5,31.25,11.227,3.641,1.848,32.57
5042.1,31.19,11.232,3.626,1.902,32.71
5045.6,31.13,11.2,3.551,1.791,32.91
5049.2,31.07,11.203,3.416,1.741,32.96
5052.7,31.01,11.207,3.096,1.628,32.33
5056.2,30.95,11.228,3.271,1.615,32.59
5059.8,30.89,11.202,3.431,1.74,32.75
5063.3,30.83,11.199,3.199,1.67,32.72
5066.9,30.77,11.207,3.344,1.622,32.7
5070.4,30.71,11.242,2.966,1.494,32.7
5074.0,30.65,11.206,3.378,1.693,32.44
5077.5,30.59,11.219,3.508,1.745,33.06
5081.1,30.53,11.22,3.198,1.767,32.44
5084.6,30.47,11.208,3.191,1.677,32.67
5088.1,30.41,11.204,3.101,1.56,32.73
5091.7,30.35,11.214,3.066,1.598,32.84
5095.2,30.29,11.222,3.06,1.53,32.79
5098.8,30.23,11.229,2.823,1.269,32.71
5102.3,30.17,11.252,2.462,1.173,32.66
5105.9,30.11,11.219,2.782,1.411,32.5
5109.4,30.05,11.219,2.877,1.411,32.71
5112.9,29.99,11.187,3.496,1.735,33.08
5116.5,29.94,11.176,3.307,1.645,32.58
5120.0,29.88,11.153,3.375,1.769,32.48
5123.6,29.82,11.175,3.746,1.956,32.69
5127.1,29.76,11.168,3.536,1.861,33.08
5130.7,29.7,11.157,3.437,1.864,33.01
5134.2,29.64,11.15,3.706,1.958,32.8
5137.7,29.58,11.157,3.425,1.795,32.82
5141.3,29.52,11.148,3.198,1.692,32.79
5144.8,29.46,11.142,3.646,1.816,33.06
5148.4,29.4,11.126,3.576,1.837,32.48
5151.9,29.35,11.141,3.706,1.928,32.78
5155.5,29.29,11.141,3.587,1.865,32.79
5159.0,29.23,11.15,3.729,1.96,32.96
5162.5,29.17,11.132,3.68,1.896,32.89
5166.1,29.11,11.129,3.819,2.011,32.87
5169.6,29.05,11.105,4.034,2.149,33.06
5173.2,29.0,11.101,4.049,2.113,32.53
5176.7,28.94,11.097,3.839,2.08,33.53
5180.3,28.88,11.121,4.002,2.099,33.16
5183.8,28.82,11.113,3.901,1.871,33.14
5187.3,28.76,11.136,3.306,1.602,32.64
5190.9,28.71,11.153,3.193,1.67,32.81
5194.4,28.65,11.157,2.929,1.513,33.03
5198.0,28.59,11.144,3.042,1.548,33.03
5201.5,28.53,11.158,3.03,1.536,32.69
5205.1,28.48,11.164,3.15,1.631,32.48
5208.6,28.42,11.129,3.32,1.674,32.81
5212.2,28.36,11.1,3.492,1.769,32.79
5215.7,28.31,11.111,3.492,1.837,33.01
5219.2,28.25,11.134,3.683,1.787,32.67
5222.8,28.19,11.106,3.461,1.721,32.81
5226.3,28.13,11.148,3.229,1.649,32.81
5229.9,28.08,11.117,3.376,1.703,32.73
5233.4,28.02,11.118,3.575,1.734,33.09
5237.0,27.96,11.124,3.236,1.626,32.55
5240.5,27.91,11.086,3.469,1.795,32.62
5244.0,27.85,11.091,3.641,1.845,32.85
5247.6,27.8,11.151,3.252,1.565,32.94
5251.1,27.74,11.147,2.737,1.421,32.55
5254.7,27.68,11.136,3.066,1.543,32.61
5258.2,27.63,11.119,3.088,1.548,32.89
5261.8,27.57,11.111,3.253,1.696,32.84
5265.3,27.52,11.137,2.906,1.51,32.57
5268.8,27.46,11.106,3.422,1.74,32.88
5272.4,27.41,11.156,3.007,1.593,32.67
5275.9,27.35,11.105,3.269,1.612,32.92
5279.5,27.29,11.127,2.833,1.393,32.68
5283.0,27.24,11.111,2.951,1.411,32.55
5286.6,27.18,11.084,3.208,1.716,32.7
5290.1,27.13,11.075,3.271,1.636,32.74
5293.6,27.07,11.113,3.179,1.709,32.86
5297.2,27.02,11.065,3.306,1.738,32.9
5300.7,26.97,11.098,3.555,1.829,32.76
5304.3,26.91,11.11,3.195,1.662,32.76
5307.8,26.86,11.086,3.272,1.713,32.89
5311.4,26.8,11.074,3.24,1.732,33.03
5314.9,26.75,11.107,2.947,1.5,32.76
5318.4,26.69,11.094,3.135,1.588,33.16
5322.0,26.64,11.126,2.854,1.38,32.69
5325.5,26.59,11.102,2.769,1.406,32.8
5329.1,26.53,11.114,2.636,1.293,32.55
5332.6,26.48,11.119,2.598,1.282,32.41
5336.2,26.42,11.11,2.672,1.348,32.65
5339.7,26.37,11.127,2.268,1.137,32.59
5343.3,26.32,11.083,2.712,1.274,32.71
5346.8,26.26,11.102,2.375,1.209,32.56
5350.3,26.21,11.106,2.532,1.213,32.53
5353.9,26.16,11.118,2.412,1.173,32.4
5357.4,26.1,11.11,2.829,1.322,32.64
5361.0,26.05,11.135,2.709,1.377,32.75
5364.5,26.0,11.111,2.937,1.439,32.93
5368.1,25.95,11.079,3.125,1.554,32.18
5371.6,25.89,11.095,3.196,1.625,32.95
5375.1,25.84,11.046,3.487,1.733,33.15
5378.7,25.79,11.028,3.668,1.923,33.25
5382.2,25.74,11.067,3.704,1.922,33.1
5385.8,25.68,11.004,3.881,2.085,33.21
5389.3,25.63,11.014,3.853,1.948,32.99
5392.9,25.58,11.029,3.607,1.852,32.98
5396.4,25.53,11.077,3.214,1.745,32.96
5399.9,25.48,11.02,3.634,1.848,32.8
5403.5,25.42,11.024,3.885,2.049,32.95
5407.0,25.37,11.014,3.72,1.948,33.08
5410.6,25.32,11.0,3.724,1.821,32.79
5414.1,25.27,11.052,3.191,1.639,32.87
5417.7,25.22,11.033,3.472,1.787,32.68
5421.2,25.17,11.019,3.344,1.665,32.96
5424.7,25.11,11.052,2.849,1.388,32.75
5428.3,25.06,11.053,2.832,1.361,32.64
5431.8,25.01,11.097,2.512,1.232,32.45
5435.4,24.96,11.105,2.23,1.04,32.44
5438.9,24.91,11.1,2.221,1.089,32.11
5442.5,24.86,11.109,2.121,1.057,32.43
5446.0,24.81,11.087,2.212,1.072,32.56
5449.6,24.76,11.1,2.216,1.109,32.77
5453.1,24.71,11.063,2.532,1.185,32.56
5456.6,24.66,11.04,2.711,1.376,32.69
5460.2,24.61,11.049,2.693,1.391,32.98
5463.7,24.56,11.061,2.693,1.24,33.05
5467.3,24.51,11.079,2.342,1.17,32.5
5470.8,24.46,11.081,2.525,1.339,32.86
5474.4,24.41,11.028,2.695,1.282,32.95
5477.9,24.36,11.07,2.34,1.182,32.7
5481.4,24.31,11.085,2.217,1.212,32.37
5485.0,24.26,11.027,2.815,1.327,32.59
5488.5,24.21,11.016,3.288,1.595,33.05
5492.1,24.16,11.011,3.185,1.6,33.35
5495.6,24.11,11.007,3.035,1.443,32.82
5499.2,24.06,11.055,2.781,1.431,33.07
5502.7,24.01,11.003,3.001,1.436,33.21
5506.2,23.96,11.076,2.344,1.143,32.38
5509.8,23.91,11.048,2.433,1.205,32.54
5513.3,23.86,11.041,2.406,1.112,32.94
5516.9,23.81,11.04,2.415,1.132,32.84
5520.4,23.76,11.024,2.694,1.29,32.86
5524.0,23.71,11.015,2.778,1.376,32.78
5527.5,23.66,10.993,3.414,1.727,33.13
5531.0,23.61,10.977,3.116,1.657,32.78
5534.6,23.56,11.016,3.21,1.642,33.42
5538.1,23.51,11.005,3.273,1.663,32.74
5541.7,23.47,10.985,3.719,1.914,32.78
5545.2,23.42,10.968,3.387,1.815,33.04
5548.8,23.37,10.926,3.735,1.866,33.41
5552.3,23.32,10.962,3.54,1.926,32.97
5555.8,23.27,10.964,3.597,1.859,33.08
5559.4,23.22,10.963,3.702,1.794,32.93
5562.9,23.17,10.973,3.299,1.692,32.97
5566.5,23.12,10.975,3.354,1.7,32.81
5570.0,23.08,11.006,2.875,1.366,32.65
5573.6,23.03,10.977,2.917,1.425,32.58
5577.1,22.98,11.02,3.006,1.481,32.79
5580.7,22.93,11.002,2.552,1.305,33.1
5584.2,22.88,11.024,2.514,1.236,32.72
5587.7,22.83,11.047,2.311,1.228,32.69
5591.3,22.78,11.005,2.509,1.17,33.16
5594.8,22.74,11.011,2.596,1.258,32.64
5598.4,22.69,11.022,2.79,1.349,32.64
5601.9,22.64,10.97,3.151,1.584,33.06
5605.5,22.59,11.002,2.924,1.443,32.65
5609.0,22.54,10.997,2.803,1.44,32.91
5612.5,22.49,10.999,2.731,1.27,33.04
5616.1,22.45,11.011,2.625,1.275,32.58
5619.6,22.4,10.979,2.905,1.492,32.78
5623.2,22.35,10.96,3.202,1.554,33.32
5626.7,22.3,10.996,2.87,1.319,32.67
5630.3,22.25,10.997,2.649,1.276,32.67
5633.8,22.21,10.993,2.756,1.368,32.89
5637.3,22.16,10.974,2.622,1.334,32.74
5640.9,22.11,10.968,3.002,1.497,32.77
5644.4,22.06,10.986,2.979,1.388,33.23
5648.0,22.01,10.998,2.674,1.279,32.71
5651.5,21.97,10.991,2.63,1.24,32.87
5655.1,21.92,10.974,2.675,1.354,32.75
5658.6,21.87,10.956,2.925,1.386,32.87
5662.1,21.82,10.957,3.146,1.598,32.73
5665.7,21.77,10.999,2.67,1.384,33.01
5669.2,21.72,10.966,2.855,1.451,32.81
5672.8,21.68,10.961,3.23,1.681,33.28
5676.3,21.63,10.938,3.196,1.587,32.8
5679.9,21.58,10.973,2.957,1.432,32.85
5683.4,21.53,10.957,2.65,1.345,32.93
5687.0,21.48,10.954,2.971,1.481,32.97
5690.5,21.44,10.929,3.061,1.534,32.86
5694.0,21.39,10.938,3.315,1.677,33.05
5697.6,21.34,10.934,3.328,1.722,32.83
5701.1,21.29,10.912,3.295,1.676,33.08
5704.7,21.24,10.924,3.121,1.626,32.5
5708.2,21.2,10.918,3.276,1.665,33.1
5711.8,21.15,10.898,3.324,1.756,33.35
5715.3,21.1,10.904,3.345,1.703,33.27
5718.8,21.05,10.888,3.603,1.815,33.35
5722.4,21.0,10.886,4.02,2.073,33.26
5725.9,20.96,10.915,3.663,1.795,33.31
5729.5,20.91,10.913,3.217,1.601,32.98
5733.0,20.86,10.926,3.018,1.579,32.97
5736.6,20.81,10.936,2.946,1.529,32.95
5740.1,20.76,10.915,3.102,1.544,32.38
5743.6,20.71,10.944,2.656,1.33,33.05
5747.2,20.67,10.945,2.887,1.472,33.04
5750.7,20.62,10.937,2.852,1.476,33.11
5754.3,20.57,10.937,2.745,1.324,32.73
5757.8,20.52,10.938,2.586,1.229,32.99
5761.4,20.47,10.983,2.326,1.086,32.86
5764.9,20.42,10.907,3.033,1.378,32.59
5768.4,20.37,10.918,3.016,1.519,32.67
5772.0,20.33,10.905,2.914,1.569,32.99
5775.5,20.28,10.898,3.121,1.613,32.93
5779.1,20.23,10.919,2.926,1.502,32.98
5782.6,20.18,10.928,2.624,1.313,32.76
5786.2,20.13,10.944,2.561,1.249,33.15
5789.7,20.08,10.931,2.648,1.315,32.53
5793.2,20.03,10.918,2.47,1.274,32.57
5796.8,19.98,10.898,2.552,1.313,32.68
5800.3,19.94,10.941,2.64,1.302,32.64
5803.9,19.89,10.909,2.749,1.457,32.83
5807.4,19.84,10.933,2.841,1.407,32.97
5811.0,19.79,10.898,3.032,1.56,32.79
5814.5,19.74,10.877,3.167,1.504,33.16
5818.1,19.69,10.922,2.724,1.361,33.19
5821.6,19.64,10.918,2.564,1.25,33.1
5825.1,19.59,10.906,2.804,1.371,33.36
5828.7,19.54,10.869,3.166,1.565,33.32
5832.2,19.49,10.901,3.007,1.497,33.04
5835.8,19.44,10.93,2.601,1.227,33.25
5839.3,19.4,10.903,2.632,1.312,33.06
5842.9,19.35,10.935,2.645,1.376,33.29
5846.4,19.3,10.896,2.687,1.343,32.91
5849.9,19.25,10.887,3.014,1.49,32.66
5853.5,19.2,10.859,2.978,1.503,32.83
5857.0,19.15,10.855,2.964,1.425,33.08
5860.6,19.1,10.92,2.853,1.391,33.12
5864.1,19.05,10.907,2.871,1.549,32.98
5867.7,19.0,10.892,3.04,1.559,33.27
5871.2,18.95,10.845,3.089,1.67,32.88
5874.7,18.9,10.868,3.154,1.657,32.99
5878.3,18.85,10.865,3.232,1.647,33.35
5881.8,18.8,10.868,3.07,1.606,33.11
5885.4,18.75,10.842,3.525,1.814,33.28
5888.9,18.7,10.812,3.71,1.935,33.6
5892.5,18.65,10.824,3.677,1.913,33.53
5896.0,18.6,10.815,3.547,1.763,33.12
5899.5,18.55,10.83,3.469,1.788,33.29
5903.1,18.5,10.826,3.699,1.852,33.01
5906.6,18.45,10.78,4.142,2.068,33.49
5910.2,18.4,10.796,3.985,2.094,33.51
5913.7,18.35,10.808,3.729,1.867,33.02
5917.3,18.3,10.835,3.361,1.729,33.53
5920.8,18.24,10.856,3.204,1.601,33.56
5924.4,18.19,10.852,3.072,1.534,33.22
5927.9,18.14,10.846,3.187,1.551,33.35
5931.4,18.09,10.811,3.292,1.693,33.5
5935.0,18.04,10.845,2.968,1.436,33.07
5938.5,17.99,10.888,2.518,1.278,33.14
5942.1,17.94,10.858,2.59,1.341,33.05
5945.6,17.89,10.847,2.851,1.397,32.77
5949.2,17.84,10.815,3.215,1.545,33.02
5952.7,17.79,10.86,3.015,1.626,33.02
5956.2,17.73,10.824,3.15,1.7,33.38
5959.8,17.68,10.812,3.254,1.481,33.23
5963.3,17.63,10.883,2.39,1.211,33.1
